股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
300732,设研院,2022-02-08,7.9,15.49,+2.67,+18.16,19.78,273.42%,-3%/7%(阳),19%,12%,5%,5%,18%,8%
300733,西菱动力,2025-08-01,3.72,14.0,+0.43,+14.44,20.45,166.55%,-1%/13%(阳),15%,13%,20%,15%,11%,8%
300738,奥飞数据,2024-03-25,5.52,12.12,+4.78,+16.90,18.3,184.78%,1%/18%(阳),6%,11%,11%,5%,8%,0%
300740,水羊股份,2021-03-09,-1.53,11.5,-7.51,+3.98,3.44,136.14%,-3%/3%(阴),7%,6%,0%,-4%,-5%,0%
300740,水羊股份,2025-05-29,-4.49,7.81,-6.09,+1.71,17.32,97.92%,-6%/1%(阴),15%,30%,28%,11%,13%,24%
300741,华宝股份,2025-06-05,-6.52,7.54,-7.34,+0.19,20.72,94.7%,-3%/2%(阴),11%,17%,9%,12%,8%,2%
300743,天地数码,2024-04-24,-3.25,13.8,-5.19,+8.60,10.91,296.77%,-1%/1%(阳),1%,2%,5%,7%,6%,7%
300746,汉嘉数智,2023-03-10,-5.3,12.1,-6.05,+6.05,20.58,115.08%,-4%/1%(阳),-3%,-3%,-4%,-6%,-7%,-8%
300749,顶固集创,2025-12-08,-3.45,7.37,-5.49,+1.88,21.45,118.4%,-3%/0%(阴),-1%,-2%,-5%,-9%,-11%,-14%
300751,迈为股份,2023-12-29,0.9,6.88,-1.78,+5.10,20.61,133.03%,-2%/1%(阴),-1%,-3%,-6%,-8%,-2%,-3%
300751,迈为股份,2025-12-30,-6.44,7.81,-6.97,+0.83,12.8,72.98%,0%/8%(阳),7%,0%,-2%,14%,20%,24%
300752,隆利科技,2020-09-17,-4.54,6.91,-6.33,+0.59,21.48,107.36%,-3%/1%(阴),0%,-3%,-4%,-6%,-7%,-10%
300752,隆利科技,2021-01-14,-15.05,18.65,-15.05,+3.60,22.04,97.28%,-15%/1%(阴),-12%,-5%,-11%,-8%,-5%,-6%
300752,隆利科技,2021-07-08,-3.01,11.76,-5.06,+6.71,21.59,109.02%,-4%/1%(阴),3%,21%,38%(板),60%,59%,52%
300752,隆利科技,2025-08-12,-0.7,6.72,-2.61,+4.10,20.45,89.63%,-1%/2%(阴),-1%,-4%,1%,1%,14%,12%
300753,爱朋医疗,2024-12-06,-8.6,8.6,-8.66,-0.06,20.51,129.52%,-1%/3%(阳),12%,7%,16%,10%,14%,8%
300757,罗博特科,2021-07-22,-2.47,6.86,-5.60,+1.26,17.89,93.01%,-2%/3%(阳),3%,0%,-6%,-4%,2%,11%
300757,罗博特科,2024-07-30,-0.59,4.41,-1.17,+3.24,14.04,87.9%,-2%/3%(阳),3%,-2%,-10%,-10%,-10%,-13%
300758,七彩化学,2024-04-03,3.27,16.84,-2.41,+14.44,20.21,328.08%,-12%/-5%(阴),-7%,-11%,-13%,-15%,-13%,-18%
300765,石药创新,2023-09-01,-3.06,7.11,-4.17,+2.93,13.54,86.78%,-9%/-1%(阴),-6%,-11%,-11%,-7%,-9%,-6%
300766,每日互动,2024-05-13,-9.53,5.53,-10.98,-5.45,18.59,72.45%,-3%/2%(阳),4%,-1%,-2%,-2%,1%,-2%
300767,震安科技,2024-08-28,-3.66,11.53,-8.41,+3.13,22.64,150.72%,-4%/1%(阳),3%,1%,0%,0%,-1%,-1%
300767,震安科技,2025-06-19,-0.63,12.05,-2.50,+9.55,10.61,227.45%,-4%/3%(阴),-2%,-1%,-1%,2%,0%,2%
300771,智莱科技,2022-04-01,2.94,12.24,+0.72,+12.96,0.0,734.2%,-5%/4%(阳),3%,-2%,7%,6%,21%,9%
300771,智莱科技,2024-03-18,2.89,17.54,-0.93,+16.60,18.92,368.59%,0%/9%(阳),10%,3%,-5%,-5%,-11%,-5%
300772,运达股份,2025-06-17,-0.86,5.35,-1.49,+3.85,17.83,86.54%,-1%/1%(阳),3%,0%,2%,1%,1%,7%
300772,运达股份,2025-09-08,-2.62,7.65,-4.72,+2.94,20.63,102.04%,-3%/0%(阴),-3%,-3%,-3%,1%,-1%,3%
300773,拉卡拉,2026-01-15,-5.92,7.67,-7.92,-0.25,18.14,76.68%,-5%/0%(阴),-3%,-4%,-6%,-4%,-3%,-4%
300774,倍杰特,2021-11-19,-3.77,15.94,-6.01,+9.93,20.95,158.41%,-2%/4%(阴),5%,3%,11%,27%,18%,19%
300775,三角防务,2024-05-10,4.02,8.24,+2.12,+10.36,20.63,169.54%,-4%/2%(阴),0%,-2%,-4%,2%,11%,8%
300775,三角防务,2026-01-23,-3.57,5.9,-6.38,-0.48,20.63,98.69%,-7%/-1%(阴),4%,3%,7%,5%,4%,17%
300776,帝尔激光,2020-11-23,-0.95,6.6,-4.11,+2.49,18.76,91.09%,-2%/0%(阴),1%,-2%,-7%,-7%,-8%,-7%
300776,帝尔激光,2024-05-20,2.59,7.87,+0.28,+8.15,19.76,160.11%,-4%/8%(阳),9%,3%,0%,-1%,-3%,-2%
300776,帝尔激光,2026-04-20,7.35,12.25,+3.66,+15.91,17.61,183.24%,-5%/1%(阴),7%,11%,6%,8%,9%,4%
300778,新城市,2021-09-02,-0.7,9.6,-3.97,+5.63,19.66,105.62%,-7%/-3%(阴),-5%,2%,-3%,-5%,-3%,-9%
300778,新城市,2025-04-21,-6.54,5.46,-7.78,-2.32,21.55,128.77%,-2%/2%(阴),14%,19%,16%,4%,-2%,-1%
300780,德恩精工,2023-07-10,-5.4,12.55,-6.66,+5.89,19.61,109.68%,-2%/4%(阴),10%,2%,-1%,-6%,-5%,-9%
300785,值得买,2024-05-08,-8.88,6.78,-10.72,-3.95,0.0,160.1%,-3%/2%(阳),7%,7%,6%,-2%,3%,-2%
300785,值得买,2024-12-11,-8.04,6.37,-8.90,-2.53,16.53,68.69%,0%/8%(阳),17%,16%,1%,4%,11%,13%
300785,值得买,2025-11-14,-4.06,9.12,-4.15,+4.97,21.42,185.15%,-3%/7%(阳),25%,18%,15%,14%,28%,41%
300786,国林科技,2020-10-15,-1.78,7.81,-6.22,+1.59,20.06,105.89%,-4%/1%(阳),5%,7%,1%,-1%,5%,11%
300786,国林科技,2021-08-10,-4.98,12.14,-6.38,+5.76,18.66,110.28%,-4%/6%(阳),2%,15%(板),27%,23%,12%,8%
300786,国林科技,2021-12-02,0.75,9.25,-5.28,+3.97,18.93,102.59%,-6%/-2%(阴),-4%,-9%,-12%,-11%,-11%,-17%
300786,国林科技,2025-10-09,-9.62,5.34,-9.97,-4.63,16.07,108.13%,-1%/9%(阳),23%,22%,13%,9%,4%,1%
300788,中信出版,2023-03-28,-7.68,11.88,-8.18,+3.69,21.47,105.73%,-4%/1%(阳),-2%,-6%,-4%,5%,-2%,-5%
300788,中信出版,2024-01-26,0.03,9.85,-0.10,+9.76,22.31,271.83%,-3%/8%(阳),4%,12%,5%,5%,-10%,-17%
300788,中信出版,2026-09-09,-6.46,9.35,-10.24,-0.88,8.81,128.49%,-1%/9%(阳),6%,7%,12%,11%,19%,N/A
300789,唐源电气,2020-08-24,-0.96,4.35,-1.57,+2.78,9.96,103.75%,-1%/2%(阳),2%,-1%,-4%,5%,2%,5%
300789,唐源电气,2023-01-17,5.0,12.7,+3.50,+16.20,8.07,347.55%,-4%/2%(阴),-2%,-5%,-3%,-2%,4%,4%
300789,唐源电气,2023-04-11,-3.82,8.05,-6.87,+1.18,19.96,113.28%,-5%/-2%(阴),-4%,-6%,-7%,-13%,-12%,-14%
300790,宇瞳光学,2025-02-07,16.34,9.82,+10.18,+20.00,22.07,411.98%,-5%/8%(阳),4%,2%,0%,-1%,-1%,1%
300792,壹网壹创,2021-08-10,-3.07,3.62,-3.76,-0.14,20.53,84.06%,0%/5%(阴),0%,7%,6%,11%,9%,3%
300793,佳禾智能,2022-03-29,-4.69,6.64,-4.75,+1.89,15.25,162.93%,1%/9%(阳),15%,9%,7%,7%,5%,0%
300795,米奥会展,2026-05-27,-6.09,15.35,-9.83,+5.52,2.53,274.98%,-6%/-2%(阳),-1%,-7%,-9%,-13%,-16%,-16%
300795,米奥会展,2026-07-20,5.82,18.42,+1.62,+20.04,14.55,314.09%,-5%/20%(板),34%,23%,10%,19%(板),32%,34%
300798,锦鸡股份,2020-09-10,-19.98,18.68,-19.98,-1.30,21.84,105.01%,-9%/-2%(阳),1%,4%,5%,4%,2%,-1%
300798,锦鸡股份,2021-03-10,-7.49,6.57,-10.98,-4.41,17.96,85.92%,-4%/3%(阳),0%,-1%,1%,0%,6%,-3%
300798,锦鸡股份,2022-12-28,-2.25,12.25,-2.82,+9.44,18.41,165.03%,-3%/3%(阴),-2%,1%,-2%,-4%,-4%,-5%
300798,锦鸡股份,2025-03-19,-7.31,8.77,-8.56,+0.21,21.3,135.14%,-2%/11%(阳),22%,15%,1%,-4%,0%,-4%
300798,锦鸡股份,2026-04-17,-10.95,9.39,-11.77,-2.38,20.93,119.67%,-4%/1%(阴),0%,-1%,-2%,-6%,-11%,-9%
300799,未找到标的,2020-10-29,-5.69,5.9,-8.25,-2.35,15.61,103.73%,-2%/12%(阳),12%,15%,9%,9%,9%,14%
300803,指南针,2022-06-16,-5.82,6.77,-6.37,+0.40,17.8,95.34%,-1%/8%(阳),5%,6%,6%,10%,9%,8%
300805,电声股份,2023-05-04,2.74,7.62,-0.91,+6.71,18.05,216.92%,-7%/0%(阴),-5%,-5%,-3%,-4%,-2%,-7%
300805,电声股份,2026-02-02,-5.04,8.55,-5.81,+2.74,21.98,130.28%,-1%/1%(阴),-2%,2%,-4%,-3%,1%,-2%
300807,天迈科技,2022-03-03,-5.81,8.01,-6.49,+1.52,18.71,184.66%,-6%/0%(阴),-5%,13%,19%,10%,17%,7%
300807,天迈科技,2022-08-10,-5.29,5.15,-6.70,-1.55,14.34,146.14%,-3%/-1%(阳),-3%,-4%,-4%,-6%,-7%,-5%
300807,天迈科技,2024-06-21,-6.02,10.37,-10.64,-0.27,15.46,86.29%,-10%/-3%(阴),-7%,-9%,-8%,-9%,-12%,-13%
300808,久量股份,2021-08-06,-8.38,5.12,-9.31,-4.19,16.13,134.2%,-4%/0%(阴),2%,-1%,0%,-3%,0%,-1%
300808,久量股份,2022-05-19,-4.1,3.0,-6.31,-3.31,20.74,122.85%,-3%/0%(阳),-2%,-2%,-5%,-6%,-5%,-5%
300808,久量股份,2025-07-22,-1.59,6.65,-3.73,+2.92,19.83,141.66%,-3%/3%(阳),2%,1%,4%,5%,6%,4%
300809,华辰装备,2022-10-18,-2.13,9.78,-2.42,+7.36,20.82,124.43%,-3%/9%(阳),8%,8%,12%,12%,10%,11%
300810,中科海讯,2023-02-14,-5.36,6.32,-6.28,+0.04,13.17,141.2%,-3%/0%(阴),-2%,-7%,-8%,-6%,-7%,-7%
300810,中科海讯,2024-03-11,-3.44,8.69,-4.66,+4.03,8.77,121.67%,-2%/0%(阴),9%,2%,3%,5%,6%,9%
300812,易天股份,2023-06-20,0.96,8.52,+0.78,+9.30,13.87,232.77%,-5%/7%(阳),0%,-6%,-8%,-10%,-7%,-4%
300813,泰林生物,2021-09-27,-12.33,12.84,-13.11,-0.27,24.11,95.11%,-2%/5%(阳),4%,1%,-7%,-8%,-8%,-10%
300813,泰林生物,2021-12-17,-11.73,9.85,-12.33,-2.48,20.0,81.75%,-3%/0%(阴),-2%,3%,4%,12%,7%,12%
300813,泰林生物,2022-09-26,-4.23,3.53,-5.86,-2.33,17.84,71.72%,-3%/0%(阴),8%,10%,8%,13%,11%,9%
300816,艾可蓝,2021-08-05,1.93,7.85,-2.84,+5.01,19.89,102.34%,-4%/0%(阴),0%,2%,-2%,-1%,-1%,-3%
300816,艾可蓝,2026-01-13,15.02,5.32,+14.69,+20.00,11.84,192.69%,1%/19%(阳),12%,11%,2%,-3%,-5%,-6%
300818,耐普矿机,2025-09-26,-5.7,10.48,-6.45,+4.03,11.02,153.93%,-2%/2%(阳),2%,8%,3%,5%,14%,16%
300819,聚杰微纤,2025-07-17,4.51,8.8,+0.00,+8.80,20.74,215.64%,-4%/2%(阳),3%,2%,-8%,-8%,-10%,-10%
300819,聚杰微纤,2026-06-26,-3.49,9.77,-7.66,+2.11,22.34,136.91%,-17%/-1%(阴),-9%,-9%,-14%,-9%,-12%,-20%
300820,英杰电气,2021-03-19,0.75,12.61,+0.41,+13.02,17.6,269.67%,-4%/8%(阳),2%,0%,-7%,-9%,-10%,-9%
300821,东岳硅材,2026-02-26,-4.03,2.62,-5.24,-2.62,15.07,94.36%,-1%/2%(阳),1%,-1%,-3%,-3%,-3%,-4%
300822,贝仕达克,2020-11-24,5.3,8.8,+3.76,+12.57,19.97,144.68%,1%/8%(阳),5%,13%,5%,7%,6%,-1%
300823,建科智能,2022-04-01,-14.76,10.91,-14.91,-4.00,16.89,144.23%,-5%/3%(阳),-2%,-5%,-4%,-10%,-12%,-16%
300823,建科智能,2024-04-12,8.65,18.69,+1.33,+20.02,22.84,340.61%,2%/16%(阴),-9%,-13%,-18%,-23%,-25%,-27%
300824,北鼎股份,2024-04-15,3.83,25.79,-7.55,+18.24,18.65,367.31%,-14%/8%(阳),11%,16%,6%,8%,-7%,-11%
300825,阿尔特,2022-07-04,-2.57,9.66,-9.28,+0.38,21.74,88.62%,-3%/3%(阳),7%,12%,14%,-2%,-12%,-15%
300826,测绘股份,2023-06-09,8.8,11.41,+8.30,+19.71,18.77,271.75%,-11%/-1%(阴),-11%,-13%,-15%,-14%,-14%,-14%
300827,上能电气,2026-03-23,-7.32,7.79,-8.72,-0.93,22.25,82.72%,-4%/2%(阳),7%,13%,10%,6%,1%,-4%
300828,锐新科技,2021-09-14,-5.68,9.84,-5.71,+4.13,21.5,130.39%,-4%/3%(阳),0%,10%,5%,5%,6%,0%
300829,金丹科技,2021-04-23,-4.39,6.41,-8.10,-1.68,20.46,77.45%,-5%/-2%(阴),-6%,-6%,-11%,-8%,-1%,-2%
300830,金现代,2025-08-05,-6.04,4.42,-6.70,-2.28,19.88,96.05%,-1%/7%(阳),25%,11%,7%,7%,3%,2%
300831,ST派瑞,2021-08-25,3.5,10.33,+1.67,+12.00,21.67,152.48%,-2%/5%(阳),-1%,-2%,-3%,-7%,-13%,-12%
300832,新产业,2022-10-17,9.13,10.89,+7.72,+18.61,9.7,181.27%,-3%/8%(阳),8%,18%,21%,18%,15%,19%
300834,星辉环材,2024-06-20,-5.23,6.13,-6.36,-0.24,18.83,95.7%,-2%/3%(阳),3%,0%,-2%,3%,1%,14%
300835,龙磁科技,2024-11-04,-6.03,13.48,-11.79,+1.69,20.36,95.29%,-2%/16%(阳),17%,14%,11%,6%,10%,10%
300839,博汇股份,2021-03-05,-0.87,16.85,-1.84,+15.00,16.42,225.6%,-7%/4%(阴),-9%,-13%,-13%,-13%,-11%,-10%
300844,山水比德,2025-04-03,-2.19,8.84,-3.88,+4.96,26.78,91.93%,-16%/-2%(阴),-3%,-9%,1%,1%,0%,-4%
300845,捷安高科,2021-10-19,-7.86,4.44,-9.47,-5.02,22.96,75.8%,-3%/-1%(阳),-3%,-3%,-6%,-6%,-10%,-17%
300846,首都在线,2021-12-23,-8.61,6.75,-9.60,-2.85,19.2,95.48%,-6%/1%(阴),-4%,-3%,-5%,-3%,-3%,1%
300846,首都在线,2024-10-29,1.28,13.78,+1.28,+15.05,15.16,167.56%,-4%/5%(阳),9%,7%,-8%,-4%,-5%,-7%
300851,交大思诺,2021-08-17,-4.94,7.4,-6.27,+1.13,18.65,64.88%,-2%/2%(阳),0%,-2%,-1%,-1%,-3%,-4%
300851,交大思诺,2023-05-18,-3.78,7.78,-3.78,+4.00,17.92,167.64%,-2%/0%(阳),5%,3%,0%,1%,-1%,-2%
300853,申昊科技,2021-06-03,-5.53,7.63,-9.24,-1.61,20.5,79.25%,-2%/4%(阳),11%,10%,8%,-42%,-44%,-45%
300856,科思股份,2022-08-18,-0.56,4.52,-2.76,+1.76,9.8,72.04%,-9%/0%(阴),-2%,0%,1%,-1%,3%,2%
300856,科思股份,2023-04-21,-4.9,7.81,-5.44,+2.37,13.78,84.22%,0%/3%(阳),2%,13%,12%,9%,12%,9%
300858,科拓生物,2020-12-07,-5.43,10.13,-6.65,+3.48,18.34,114.91%,-3%/5%(阳),6%,2%,3%,11%,7%,12%
300858,科拓生物,2025-05-28,-1.88,10.74,-2.90,+7.85,16.51,171.1%,-5%/0%(阴),-4%,-3%,-4%,-2%,-6%,-3%
300859,西域旅游,2024-10-08,1.21,21.27,-7.93,+13.34,15.24,152.56%,-19%/-9%(阴),-9%,-12%,-15%,-13%,-15%,-8%
300859,西域旅游,2025-08-11,-0.89,12.48,-4.05,+8.43,20.21,169.91%,-5%/-1%(阴),-5%,-6%,-9%,-8%,-4%,-5%
300860,锋尚文化,2025-07-10,-3.49,11.52,-4.06,+7.46,21.49,178.26%,-4%/6%(阳),-4%,-4%,-7%,-8%,-8%,-9%
300861,美畅股份,2026-01-26,-6.68,5.96,-7.77,-1.81,19.9,99.75%,-3%/0%(阴),-1%,-1%,-4%,-6%,-4%,6%
300861,美畅股份,2026-06-22,4.44,17.64,-2.59,+15.05,20.62,211.51%,-6%/-1%(阴),1%,4%,0%,-2%,0%,2%
300863,卡倍亿,2021-11-11,6.95,15.16,+4.84,+20.00,19.73,176.74%,-5%/11%(阳),12%,3%,1%,9%,3%,6%
300864,南大环境,2021-09-01,-1.62,11.17,-3.91,+7.26,17.26,115.96%,-2%/3%(阴),-1%,-2%,-4%,-2%,0%,1%
300865,大宏立,2021-12-16,-4.65,12.75,-5.30,+7.45,20.14,146.65%,-4%/5%(阳),7%,8%,3%,1%,-1%,-6%
300865,大宏立,2024-08-14,-3.85,16.32,-5.59,+10.72,20.7,158.57%,-7%/-3%(阴),-9%,-10%,-10%,-18%,-18%,-14%
300868,杰美特,2024-10-09,-14.59,9.37,-14.90,-5.53,14.49,81.98%,0%/6%(阴),2%,3%,8%,10%,22%,27%
300870,欧陆通,2024-11-18,4.59,9.21,-1.08,+8.13,19.99,134.08%,-7%/2%(阳),9%,1%,4%,-3%,1%,16%
300872,天阳科技,2025-06-17,1.94,5.82,+1.41,+7.23,16.77,124.03%,-3%/1%(阴),4%,-7%,-2%,1%,1%,10%
300878,维康药业,2022-10-19,-5.23,5.35,-8.07,-2.72,21.01,82.11%,-2%/2%(阴),-1%,2%,-6%,-4%,-2%,-1%
300878,维康药业,2022-12-14,-9.77,8.01,-11.23,-3.22,23.3,85.5%,-1%/2%(阳),9%,3%,-3%,-6%,-8%,-12%
300878,维康药业,2026-01-12,-7.84,13.7,-8.66,+5.04,19.26,175.12%,-2%/7%(阳),4%,2%,9%,4%,3%,4%
300879,大叶股份,2025-03-21,-6.27,5.98,-7.54,-1.56,20.76,94.46%,-5%/0%(阴),-3%,0%,-2%,-4%,-6%,-5%
300881,盛德鑫泰,2022-09-09,2.01,11.56,-2.38,+9.18,20.0,176.25%,-6%/-2%(阳),3%,4%,15%,14%,10%,8%
300881,盛德鑫泰,2022-10-25,-3.93,9.98,-7.54,+2.44,18.73,103.7%,-2%/18%(阳),8%,1%,-2%,0%,3%,3%
300881,盛德鑫泰,2024-03-18,-0.89,5.92,-2.78,+3.14,21.81,97.55%,-1%/14%(阳),6%,3%,-1%,-1%,3%,17%
300882,万胜智能,2021-09-06,-3.22,10.56,-3.97,+6.60,19.95,129.25%,1%/9%(阳),7%,1%,-2%,1%,3%,0%
300882,万胜智能,2024-05-27,-30.3,8.04,-31.58,-23.54,19.6,136.3%,-3%/7%(阳),2%,2%,-3%,-5%,4%,-1%
300882,万胜智能,2025-07-01,-1.9,6.52,-4.24,+2.29,20.0,113.91%,-5%/-2%(阴),-4%,-4%,-2%,-3%,-3%,-5%
300883,龙利得,2024-11-29,4.16,11.59,+4.01,+15.60,20.32,182.53%,-8%/6%(阳),-1%,-8%,-11%,-8%,-10%,-9%
300884,狄耐克,2026-01-06,0.11,9.46,-1.46,+8.00,12.57,174.91%,-6%/-1%(阴),0%,-3%,3%,2%,-1%,-4%
300885,海昌新材,2021-04-27,0.91,16.33,-2.97,+13.36,12.16,139.35%,-5%/1%(阳),-1%,-3%,-4%,7%,3%,6%
300885,海昌新材,2022-03-22,-4.2,9.2,-4.55,+4.65,20.08,113.94%,-2%/3%(阳),7%,8%,9%,13%,18%,23%
300886,华业香料,2025-05-16,-8.84,5.96,-9.87,-3.90,21.25,121.8%,-4%/2%(阳),18%,15%,14%,10%,8%,13%
300886,华业香料,2025-06-11,-2.63,14.72,-3.70,+11.02,21.69,131.39%,-1%/19%(板),14%,9%,6%,-3%,-6%,-11%
300887,谱尼测试,2025-12-25,-1.39,7.51,-1.72,+5.79,19.82,133.39%,0%/4%(阳),3%,3%,6%,25%(板),50%(板),61%
300889,爱克股份,2021-02-05,-8.63,6.66,-9.19,-2.53,20.02,73.9%,-6%/1%(阴),1%,-1%,-3%,0%,2%,2%
300889,爱克股份,2024-03-29,6.01,14.04,+5.93,+19.97,18.2,290.37%,-4%/3%(阳),11%,1%,-10%,-12%,-14%,-15%
300890,翔丰华,2021-01-05,3.12,11.55,+1.24,+12.79,11.06,199.7%,-9%/-1%(阴),-6%,-11%,-13%,-17%,-18%,-22%
300890,翔丰华,2021-07-09,-5.23,6.16,-9.10,-2.95,20.6,88.2%,-4%/-1%(阳),-3%,-8%,-11%,-9%,-2%,-6%
300890,翔丰华,2024-03-12,2.75,10.05,+0.36,+10.41,19.67,188.19%,-3%/1%(阳),-3%,-5%,1%,-1%,-1%,-2%
300891,惠云钛业,2021-03-04,-3.18,7.48,-5.02,+2.46,16.53,102.77%,-4%/1%(阴),1%,-5%,-8%,-2%,0%,-7%
300892,品渥食品,2022-12-02,-1.06,9.76,-2.91,+6.85,18.53,162.4%,-3%/-1%(阳),1%,0%,-1%,0%,6%,14%
300892,品渥食品,2024-07-04,-5.44,16.37,-7.80,+8.57,21.49,214.02%,-5%/3%(阳),3%,-2%,5%,18%,15%,7%
300895,铜牛信息,2026-03-20,-5.21,14.11,-5.66,+8.45,23.31,132.43%,-8%/0%(阴),-7%,1%,-6%,-6%,-4%,-3%
300899,上海凯鑫,2024-07-18,2.05,9.74,+1.58,+11.32,21.76,215.23%,-8%/3%(阳),-7%,-4%,-5%,-8%,-8%,-4%
300901,中胤时尚,2021-03-19,-2.81,12.43,-4.69,+7.75,19.66,129.79%,-2%/2%(阳),0%,-3%,11%,3%,8%,13%
300901,中胤时尚,2024-05-14,-3.47,18.68,-4.36,+14.32,22.01,184.06%,-7%/6%(阳),0%,-5%,-4%,-7%,-5%,2%
300901,中胤时尚,2024-12-16,0.27,10.9,-0.40,+10.50,16.56,129.02%,-7%/1%(阴),-6%,-7%,2%,-4%,-13%,-16%
300902,国安达,2021-11-25,-5.04,7.87,-5.04,+2.83,19.91,91.38%,-1%/2%(阴),7%,14%,17%,15%,13%,22%
300903,科翔股份,2025-10-27,2.3,6.44,-1.08,+5.35,19.19,165.16%,-2%/7%(阳),10%,1%,-1%,-4%,11%,11%
300903,科翔股份,2026-09-15,1.03,4.43,-0.28,+4.16,23.05,101.61%,-2%/4%(阳),5%,N/A,N/A,N/A,N/A,N/A
300905,宝丽迪,2021-08-17,-4.4,9.03,-9.06,-0.03,17.09,101.56%,-2%/2%(阳),0%,4%,11%,6%,7%,7%
300906,日月明,2025-08-07,-0.17,9.93,-3.70,+6.23,20.69,136.67%,-1%/16%(阳),6%,1%,-4%,-5%,-9%,-6%
300909,汇创达,2023-09-18,-10.48,7.09,-10.58,-3.49,13.38,82.98%,-7%/-1%(阴),2%,2%,0%,3%,1%,-3%
300912,凯龙高科,2024-07-10,9.24,14.55,+5.41,+19.96,20.6,342.91%,-7%/6%(阳),8%,9%,-1%,-4%,-14%,-14%
300912,凯龙高科,2024-11-13,-7.26,7.2,-10.16,-2.97,14.02,208.02%,-8%/-2%(阴),-7%,-5%,-11%,-8%,-9%,-9%
300913,兆龙互连,2021-06-21,-3.49,9.69,-6.16,+3.53,17.02,155.02%,-3%/0%(阴),-1%,-2%,-4%,-4%,-3%,-6%
300913,兆龙互连,2021-11-10,-5.58,8.23,-6.29,+1.94,19.47,141.07%,-1%/3%(阳),12%,12%,7%,6%,4%,1%
300915,海融科技,2025-07-08,-1.77,15.31,-2.66,+12.65,1.31,212.07%,-4%/2%(阳),-3%,-6%,-5%,-7%,-8%,-7%
300916,朗特智能,2023-04-20,1.67,6.77,-1.38,+5.38,15.3,121.0%,-3%/7%(阳),3%,5%,18%,8%,-8%,-16%
300916,朗特智能,2026-08-10,-3.75,6.74,-5.64,+1.10,20.91,86.34%,-4%/0%(阴),6%,5%,0%,-1%,2%,4%
300917,特发服务,2021-02-26,-4.28,12.03,-5.00,+7.04,20.52,129.23%,-5%/-1%(阳),-3%,-6%,-3%,-7%,-1%,1%
300917,特发服务,2022-11-30,-0.6,14.78,-0.69,+14.09,13.57,146.88%,-4%/4%(阳),-5%,-2%,-8%,-10%,-2%,2%
300917,特发服务,2024-04-30,-8.41,7.84,-9.71,-1.88,21.62,82.8%,2%/9%(阴),8%,0%,2%,17%,6%,4%
300918,南山智尚,2021-04-08,-13.28,12.68,-13.41,-0.73,22.35,124.24%,-4%/3%(阳),-1%,-5%,-6%,-8%,-8%,-6%
300921,南凌科技,2023-08-15,0.21,10.16,-0.86,+9.30,21.13,148.85%,-3%/4%(阳),6%,2%,9%,8%,5%,8%
300922,天秦装备,2026-08-26,-8.96,8.09,-9.99,-1.90,21.22,136.08%,-1%/2%(阳),3%,2%,4%,16%,9%,9%
300923,研奥股份,2021-02-02,-2.21,26.02,-8.45,+17.57,20.5,137.77%,-6%/4%(阳),-6%,-7%,-15%,-16%,-16%,-10%
300925,法本信息,2024-09-11,-5.31,5.88,-7.92,-2.04,19.1,100.14%,-1%/16%(阳),5%,13%,14%,28%,44%(板),72%
300926,博俊科技,2022-06-06,-3.41,6.24,-4.38,+1.87,20.1,139.45%,-4%/0%(阴),-1%,-3%,-4%,0%,-3%,-1%
300927,江天化学,2022-04-20,-2.45,9.53,-7.88,+1.65,0.0,393.11%,-9%/-2%(阴),-5%,-5%,0%,-3%,3%,3%
300927,江天化学,2024-09-20,0.19,13.14,-1.92,+11.21,21.26,187.98%,-4%/-1%(阴),-2%,4%,4%,10%,28%,46%
300928,华安鑫创,2021-04-20,-6.1,15.84,-6.52,+9.32,15.69,135.13%,-7%/0%(阴),-6%,-9%,-11%,-9%,-13%,-16%
300929,华骐环保,2021-09-01,0.58,10.41,+0.49,+10.90,15.38,251.5%,-6%/4%(阳),0%,-3%,-1%,-2%,1%,-1%
300929,华骐环保,2026-08-17,0.65,9.33,-1.01,+8.32,21.54,166.05%,0%/7%(阴),0%,-6%,-9%,-3%,3%,7%
300931,通用电梯,2021-09-02,2.82,11.98,+0.48,+12.47,15.37,176.07%,-8%/0%(阴),-9%,-1%,-3%,-2%,-7%,-8%
300931,通用电梯,2024-04-15,-8.36,16.16,-15.34,+0.82,19.41,126.7%,-18%/-6%(阴),-11%,-9%,-14%,-18%,-15%,-14%
300933,中辰股份,2024-12-31,-1.3,14.29,-2.72,+11.57,19.69,134.26%,-8%/1%(阴),-6%,-15%,-11%,-10%,-10%,-13%
300935,盈建科,2023-04-04,-2.65,6.88,-3.89,+3.00,20.59,96.1%,-5%/1%(阴),-4%,-3%,-7%,-5%,0%,-4%
300936,中英科技,2024-06-27,-4.66,11.81,-4.96,+6.84,24.09,171.0%,-2%/10%(阳),3%,18%,11%,8%,0%,-4%
300937,药易购,2021-07-02,-7.6,12.71,-8.19,+4.51,21.85,101.88%,-8%/0%(阴),-1%,-8%,-8%,-10%,-8%,-9%
