股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
301157,华塑科技,2026-04-15,-4.98,7.73,-6.06,+1.67,20.83,138.27%,0%/10%(阳),22%,16%,13%,8%,3%,0%
301161,唯万密封,2024-04-12,1.2,9.96,+0.10,+10.06,23.84,154.55%,-12%/0%(阴),-15%,-22%,-21%,-24%,-27%,-27%
301161,唯万密封,2024-10-21,0.79,12.02,+0.61,+12.63,21.84,203.16%,-9%/-1%(阴),-9%,-7%,-3%,-6%,-7%,-11%
301161,唯万密封,2024-12-04,-1.31,23.05,-3.05,+20.01,19.85,129.42%,-9%/-2%(阳),-7%,-5%,-4%,-6%,-6%,-7%
301162,国能日新,2024-11-26,-6.42,7.38,-7.36,+0.02,21.12,89.16%,-6%/-1%(阳),-1%,-2%,0%,3%,2%,4%
301163,宏德股份,2024-04-03,-8.02,13.56,-8.56,+5.00,10.46,117.46%,-11%/-2%(阴),-6%,8%(板),16%,14%,9%,0%
301165,锐捷网络,2023-04-13,-7.81,9.15,-9.43,-0.28,21.56,89.7%,-6%/-1%(阴),-2%,7%,6%,5%,17%,17%
301165,锐捷网络,2025-08-19,2.02,5.89,-0.01,+5.88,19.31,122.85%,-7%/1%(阳),0%,12%,17%,10%,11%,13%
301178,天亿马,2021-12-22,-6.11,20.73,-6.11,+14.63,18.54,165.69%,-5%/1%(阴),-5%,-10%,-4%,-7%,-7%,-8%
301181,标榜股份,2025-12-29,-4.55,6.86,-8.41,-1.55,19.51,101.71%,-2%/8%(阳),6%,1%,-1%,-2%,2%,3%
301181,标榜股份,2026-04-10,-12.41,14.25,-13.40,+0.84,22.87,124.1%,-5%/2%(阳),2%,3%,6%,1%,5%,8%
301182,凯旺科技,2024-05-27,-13.02,14.46,-13.07,+1.39,19.8,137.47%,-7%/-2%(阴),-5%,-6%,-1%,-2%,-7%,-10%
301182,凯旺科技,2024-10-09,-19.25,11.72,-19.74,-8.02,18.47,63.81%,-2%/4%(阴),4%,8%,30%,19%,36%(板),64%(板)
301182,凯旺科技,2025-06-20,-8.02,8.28,-8.98,-0.70,20.92,110.66%,-3%/2%(阳),5%,7%,5%,7%,7%,6%
301183,东田微,2025-12-01,-2.0,8.73,-2.73,+6.00,15.23,117.79%,-3%/-1%(阴),5%,1%,16%,37%(板),44%,48%
301183,东田微,2026-05-11,-4.25,7.04,-5.31,+1.73,23.49,96.06%,-3%/17%(阳),19%,25%,23%,16%,8%,10%
301188,力诺药包,2026-05-12,0.09,6.52,-1.79,+4.73,20.0,111.89%,-4%/7%(阳),14%,12%,26%,24%,23%,46%
301190,善水科技,2022-08-09,1.9,9.09,-2.04,+7.05,18.46,166.95%,-5%/2%(阴),2%,-2%,-7%,-8%,-8%,-8%
301193,家联科技,2025-07-08,4.06,18.26,+1.51,+19.77,17.48,176.82%,-3%/7%(阳),0%,-6%,4%,-5%,-3%,-3%
301197,工大科雅,2024-12-11,-6.97,7.77,-8.43,-0.65,19.92,129.8%,-3%/1%(阴),-2%,-1%,-2%,-5%,-7%,-4%
301199,迈赫股份,2022-09-23,-6.67,5.32,-7.17,-1.86,14.6,71.09%,1%/6%(阳),4%,6%,4%,2%,-1%,-5%
301199,迈赫股份,2024-04-24,1.42,12.3,+0.04,+12.34,9.0,323.05%,-5%/6%(阳),0%,3%,3%,6%,7%,6%
301199,迈赫股份,2025-01-22,-5.25,9.31,-5.81,+3.50,19.74,154.43%,-1%/2%(阴),3%,2%,-1%,2%,3%,3%
301202,朗威股份,2023-08-15,7.11,15.96,+4.04,+20.00,22.98,232.29%,-2%/5%(阳),2%,2%,2%,4%,-3%,-9%
301202,朗威股份,2023-11-08,-4.6,3.8,-6.12,-2.32,20.96,106.77%,-1%/3%(阳),-2%,-4%,-2%,-2%,-3%,-4%
301208,中亦科技,2025-02-10,-2.06,9.49,-4.61,+4.89,20.7,103.15%,-4%/2%(阴),2%,-1%,-2%,0%,-2%,-4%
301208,中亦科技,2025-03-07,-6.24,13.74,-6.80,+6.94,20.22,132.33%,-5%/-1%(阴),-5%,3%,2%,6%,5%,4%
301209,联合化学,2024-11-13,-7.94,8.91,-10.65,-1.74,19.76,96.28%,-7%/0%(阴),-3%,3%,-3%,2%,8%,5%
301211,亨迪药业,2026-06-24,1.51,11.87,-2.13,+9.74,18.07,264.78%,-8%/5%(阳),0%,4%,0%,3%,10%,10%
301212,联盛化学,2024-11-13,-6.39,9.45,-11.15,-1.70,20.55,136.75%,-6%/-1%(阴),-4%,4%,-2%,15%,7%,9%
301213,观想科技,2023-08-18,5.33,11.63,+4.11,+15.75,22.0,182.09%,-3%/4%(阴),16%,3%,-1%,-10%,-11%,-12%
301213,观想科技,2024-08-06,-6.2,6.67,-8.32,-1.65,21.61,97.8%,-5%/-1%(阳),-4%,-6%,-14%,-15%,-15%,-16%
301213,观想科技,2025-06-24,-4.09,6.17,-6.96,-0.79,19.36,98.91%,-1%/12%(阳),17%,24%,33%,31%,23%,22%
301217,铜冠铜箔,2025-08-14,-6.15,7.19,-7.02,+0.17,18.93,86.78%,1%/16%(阳),23%,17%,20%,19%,25%,29%
301219,腾远钴业,2024-04-19,-4.36,7.11,-5.49,+1.62,12.3,87.93%,1%/6%(阳),0%,-5%,2%,2%,1%,2%
301221,光庭信息,2023-04-10,-6.95,13.4,-9.22,+4.18,19.86,101.09%,-4%/6%(阳),18%,21%,12%,12%,6%,1%
301222,浙江恒威,2025-09-18,-4.65,7.75,-5.65,+2.10,20.97,131.16%,-3%/1%(阴),-2%,-5%,-6%,-7%,-6%,-3%
301228,实朴检测,2024-07-09,3.21,14.3,+1.47,+15.77,24.09,258.49%,5%/19%(板),29%,12%,1%,-4%,-2%,2%
301231,荣信文化,2026-09-01,-2.59,7.93,-3.90,+4.03,16.42,152.05%,-2%/0%(阳),2%,-1%,-1%,0%,-2%,-6%
301232,飞沃科技,2024-04-01,-3.83,7.38,-6.14,+1.24,23.51,90.9%,-4%/0%(阴),-4%,-5%,-2%,1%,-5%,-10%
301232,飞沃科技,2024-06-03,-6.91,9.23,-9.41,-0.18,17.53,94.74%,-7%/0%(阴),-3%,-36%,-38%,-41%,-40%,-40%
301234,五洲医疗,2022-10-17,-1.84,11.22,-2.60,+8.63,19.86,156.77%,-4%/2%(阳),-1%,4%,-2%,-5%,-9%,-8%
301246,宏源药业,2025-10-14,-6.33,14.02,-6.61,+7.41,23.68,114.7%,1%/7%(阳),10%,5%,3%,4%,6%,4%
301248,杰创智能,2024-11-12,-5.33,14.82,-5.33,+9.49,16.0,147.41%,1%/7%(阴),1%,2%,-2%,-4%,-2%,-2%
301248,杰创智能,2025-01-27,7.66,15.64,+4.37,+20.01,19.94,332.28%,-5%/5%(阴),-6%,-6%,-1%,3%,1%,5%
301248,杰创智能,2026-01-13,-3.72,10.78,-5.15,+5.63,18.41,89.68%,0%/6%(阳),5%,13%,21%,17%,26%,21%
301251,威尔高,2024-06-07,-6.92,5.06,-7.57,-2.51,15.33,83.24%,-5%/2%(阳),7%,12%,23%(板),42%,48%,48%
301251,威尔高,2025-08-12,3.29,9.19,-0.56,+8.64,20.88,147.48%,0%/15%(阳),7%,12%,13%,9%,2%,0%
301255,通力科技,2026-04-01,-4.2,7.63,-5.88,+1.75,21.61,125.23%,-3%/1%(阳),-1%,-4%,-3%,-5%,-1%,-2%
301258,富士莱,2025-04-23,-6.5,4.71,-6.98,-2.27,14.73,104.48%,-1%/5%(阳),13%,8%,4%,3%,5%,6%
301261,恒工精密,2025-11-18,-7.55,5.9,-9.02,-3.12,21.61,99.58%,-1%/3%(阳),2%,3%,2%,2%,10%,9%
301261,恒工精密,2026-04-29,-1.59,8.92,-4.08,+4.85,1.2,177.59%,-4%/-1%(阴),0%,2%,13%,11%,12%,7%
301262,海看股份,2023-11-23,-11.19,8.46,-13.81,-5.35,23.22,84.61%,-4%/9%(阳),-3%,3%,-2%,-4%,0%,2%
301262,海看股份,2025-10-24,-9.46,4.38,-10.86,-6.47,21.38,87.35%,0%/1%(阳),-1%,-3%,-4%,-1%,0%,2%
301262,海看股份,2026-02-10,8.88,17.98,+1.10,+19.08,0.0,260.3%,-12%/-3%(阴),-14%,-17%,-22%,-23%,-23%,-24%
301265,华新科技,2024-02-27,-2.86,6.61,-8.28,-1.68,17.63,113.03%,-8%/0%(阴),-4%,0%,2%,-1%,-3%,6%
301266,宇邦新材,2023-01-09,-3.65,7.19,-5.49,+1.70,20.0,105.83%,-1%/2%(阳),0%,-1%,-2%,0%,0%,-4%
301268,铭利达,2024-07-26,-0.42,10.51,-1.25,+9.25,21.06,231.24%,-3%/0%(阴),-3%,-3%,-3%,-3%,-5%,-6%
301268,铭利达,2024-11-26,-3.6,10.03,-4.11,+5.91,20.58,169.95%,0%/19%(阳),10%,4%,4%,5%,2%,1%
301270,汉仪股份,2022-11-07,-2.79,13.1,-3.33,+9.77,16.32,215.92%,-4%/-2%(阴),-1%,-5%,-6%,-6%,0%,19%
301270,汉仪股份,2023-09-08,1.62,12.48,-6.62,+5.86,21.93,114.72%,-13%/-9%(阴),-21%,-25%,-28%,-33%,-34%,-34%
301270,汉仪股份,2026-08-05,-4.31,3.4,-6.41,-3.01,20.32,108.95%,-3%/-1%(阳),0%,4%,1%,4%,6%,5%
301277,新天地,2025-05-26,-5.95,9.88,-6.80,+3.07,19.86,83.73%,-2%/20%(阳),13%,14%,24%,27%,22%,19%
301279,金道科技,2025-12-11,-2.5,10.94,-2.91,+8.03,20.92,192.12%,-3%/0%(阳),-2%,-5%,-10%,-13%,-13%,-13%
301280,珠城科技,2024-03-07,7.36,13.95,+6.05,+20.00,22.3,382.7%,-10%/-6%(阳),-9%,-4%,-9%,-10%,-10%,-8%
301282,金禄电子,2023-06-08,-4.03,6.75,-5.00,+1.75,20.91,134.68%,-2%/4%(阳),4%,-1%,-1%,-1%,-1%,0%
301287,康力源,2025-03-07,-8.66,13.25,-8.96,+4.29,17.8,113.99%,-3%/0%(阴),-1%,0%,3%,1%,2%,0%
301287,康力源,2025-04-15,-9.1,8.25,-9.86,-1.61,16.58,115.84%,-4%/0%(阴),-1%,-4%,-5%,-3%,-3%,-2%
301288,清研环境,2024-12-05,-8.33,9.01,-9.91,-0.90,20.86,136.96%,-4%/4%(阴),-5%,-3%,-4%,-5%,-5%,-7%
301289,国缆检测,2025-10-24,-5.66,6.72,-7.43,-0.71,20.62,119.17%,0%/8%(阳),14%,13%,8%,6%,4%,1%
301292,海科新源,2025-10-10,-7.29,8.2,-9.66,-1.46,20.44,112.47%,-6%/14%(阳),20%,27%,22%,16%,32%(板),33%
301292,海科新源,2026-04-15,-12.67,9.86,-13.10,-3.24,22.75,97.39%,-2%/3%(阴),2%,-1%,7%,8%,-2%,-7%
301295,美硕科技,2024-11-04,-9.28,14.49,-11.96,+2.54,14.78,132.4%,-5%/1%(阳),0%,-1%,-1%,-1%,3%,2%
301297,富乐德,2023-05-25,-3.88,6.24,-7.31,-1.07,15.57,100.57%,-2%/3%(阳),3%,-1%,-1%,-2%,0%,10%
301299,卓创资讯,2022-12-05,-2.82,10.38,-5.36,+5.02,20.11,79.44%,-2%/0%(阴),-3%,-4%,-4%,3%,5%,6%
301301,川宁生物,2025-05-16,-2.35,9.63,-4.49,+5.14,17.64,133.76%,-5%/-1%(阴),5%,-1%,-3%,-2%,-4%,-5%
301302,华如科技,2024-12-06,1.45,16.18,+0.31,+16.49,20.52,185.19%,-1%/8%(阳),12%,8%,16%,6%,1%,-4%
301306,西测测试,2024-03-25,-12.38,10.11,-14.12,-4.01,18.37,123.48%,-6%/2%(阴),-8%,-8%,-8%,-10%,-3%,-5%
301307,美利信,2023-10-10,-1.94,11.19,-2.59,+8.59,18.05,144.45%,-6%/-2%(阴),-6%,-5%,-6%,-10%,-10%,-12%
301308,江波龙,2025-10-09,4.59,9.83,+2.23,+12.06,14.82,139.78%,-7%/-1%(阳),-2%,3%,-8%,3%,1%,-1%
301311,昆船智能,2023-05-09,-2.3,12.05,-3.08,+8.97,20.64,128.47%,-5%/1%(阳),-3%,-3%,3%,2%,17%(板),35%
301312,智立方,2024-07-10,-2.32,7.29,-3.36,+3.94,21.87,113.83%,1%/5%(阳),1%,2%,1%,0%,-8%,-7%
301317,鑫磊股份,2026-02-13,-4.36,9.38,-5.39,+3.99,18.09,92.22%,-2%/2%(阴),7%,22%,34%,24%,23%,20%
301321,翰博高新,2025-08-20,-5.85,13.66,-7.56,+6.11,18.2,338.33%,-1%/3%(阳),7%,0%,-1%,-1%,-3%,-3%
301321,翰博高新,2026-01-15,-1.61,13.72,-2.74,+10.99,19.54,226.81%,-1%/3%(阴),-1%,-2%,-5%,7%,5%,4%
301326,捷邦科技,2024-07-01,-5.96,4.49,-7.50,-3.01,23.01,111.17%,-1%/10%(阳),1%,-2%,-5%,-2%,13%(板),33%
301326,捷邦科技,2024-08-22,-6.87,11.81,-6.87,+4.94,9.4,131.91%,-6%/4%(阳),24%(板),16%,6%,19%,32%,24%
301329,信音电子,2026-06-02,-4.27,7.62,-10.42,-2.80,14.84,103.3%,-2%/10%(阳),9%,5%,-5%,-11%,-14%,-17%
301338,凯格精机,2026-03-03,-4.09,10.68,-4.92,+5.76,18.0,162.74%,-4%/2%(阳),15%,13%,7%,9%,22%,20%
301339,通行宝,2023-01-20,0.05,14.95,+0.00,+14.95,13.47,346.71%,-4%/2%(阴),-5%,-2%,-4%,-4%,-2%,-1%
301349,信德新材,2026-06-29,-1.39,16.02,-8.00,+8.02,19.94,105.93%,-3%/1%(阴),-1%,-2%,-7%,-11%,-17%,-21%
301356,天振股份,2026-06-23,-4.94,11.9,-7.31,+4.59,18.5,96.76%,-1%/4%(阳),4%,3%,-2%,-2%,5%,4%
301357,北方长龙,2024-05-10,-8.02,7.69,-8.09,-0.40,21.8,88.83%,-5%/-1%(阴),-4%,-1%,-3%,-2%,4%,0%
301357,北方长龙,2025-03-05,-3.64,4.84,-4.84,+0.00,20.95,122.81%,-1%/1%(阴),9%,5%,14%,12%,16%,11%
301357,北方长龙,2026-08-11,-6.14,6.39,-7.35,-0.96,20.57,86.14%,-2%/3%(阳),1%,0%,-1%,-1%,-2%,-13%
301359,东南电子,2023-06-14,1.24,13.11,+1.24,+14.34,8.4,365.45%,-9%/1%(阳),-5%,-9%,-11%,-12%,-11%,-12%
301359,东南电子,2024-11-12,-8.14,11.95,-9.00,+2.94,20.69,200.93%,-4%/2%(阴),-3%,-5%,-7%,-8%,-6%,-6%
301366,一博科技,2024-05-24,-11.06,8.48,-11.11,-2.63,6.36,84.52%,-7%/-1%(阴),-2%,-1%,-6%,-7%,-1%,-1%
301366,一博科技,2025-02-28,-9.96,9.43,-13.84,-4.41,19.59,84.83%,-5%/10%(阳),13%,22%,22%,11%,9%,4%
301369,联动科技,2024-03-25,-10.26,8.53,-11.65,-3.11,22.37,68.99%,-5%/1%(阴),-6%,-4%,-4%,-4%,-5%,-1%
301377,鼎泰高科,2024-10-08,14.02,16.91,+3.08,+19.99,11.1,117.4%,-12%/-4%(阴),-9%,-13%,-15%,-14%,-18%,-17%
301377,鼎泰高科,2025-01-10,-7.16,14.07,-7.16,+6.91,21.43,239.99%,-6%/-1%(阴),0%,0%,-1%,-4%,-1%,-1%
301378,通达海,2024-09-13,-1.95,15.62,-3.94,+11.68,19.55,244.36%,-13%/-5%(阴),-8%,9%(板),19%,12%,16%,12%
301378,通达海,2025-09-01,-6.68,11.01,-7.14,+3.87,21.82,87.98%,-7%/-1%(阴),-6%,-10%,-13%,-13%,-13%,-16%
301380,挖金客,2025-01-17,-7.58,8.69,-8.82,-0.13,20.11,113.32%,-3%/3%(阳),2%,-1%,5%,2%,2%,-2%
301387,光大同创,2023-06-05,-0.66,12.57,-3.93,+8.64,19.89,101.4%,-9%/-2%(阴),-8%,-7%,-9%,-7%,-8%,-9%
301387,光大同创,2025-05-06,0.35,8.77,-2.48,+6.29,18.32,135.91%,-1%/5%(阳),0%,-2%,-1%,1%,-1%,-2%
301388,欣灵电气,2024-10-25,-0.18,9.72,-0.22,+9.50,15.18,206.2%,-6%/-2%(阳),-4%,-10%,-11%,-11%,-16%,-14%
301388,欣灵电气,2025-07-03,-5.0,8.58,-8.28,+0.30,19.98,142.84%,-6%/-3%(阴),12%(板),35%(板),55%,36%,32%,49%(板)
301390,经纬股份,2024-03-13,-7.42,5.98,-7.42,-1.44,19.95,138.46%,-1%/3%(阳),1%,2%,4%,3%,10%,7%
301395,仁信新材,2023-08-11,-8.8,8.55,-8.80,-0.25,12.96,84.1%,-4%/1%(阴),-3%,-1%,-4%,-1%,-2%,-4%
301396,宏景科技,2024-03-19,-2.48,7.0,-2.82,+4.17,19.81,147.82%,-2%/6%(阳),3%,-1%,-4%,-9%,-4%,-2%
301408,华人健康,2026-01-15,-19.99,10.42,-19.99,-9.58,19.6,55.09%,-10%/-1%(阴),-7%,-5%,-5%,-3%,4%,8%
301418,协昌科技,2024-07-22,-1.99,11.33,-2.48,+8.85,20.98,141.27%,-3%/1%(阴),-2%,-2%,-4%,-7%,-6%,-4%
301419,阿莱德,2023-09-15,-3.94,11.83,-4.75,+7.07,3.06,166.58%,-10%/-3%(阴),-9%,-14%,-16%,-13%,-13%,-15%
301419,阿莱德,2024-09-02,-7.48,4.74,-8.48,-3.74,20.58,109.38%,-1%/4%(阳),1%,0%,0%,-2%,-1%,0%
301419,阿莱德,2024-11-27,-3.32,9.3,-7.87,+1.43,17.95,189.41%,-5%/-2%(阴),-2%,0%,4%,6%,5%,12%
301428,世纪恒通,2023-08-08,3.53,14.04,+1.77,+15.81,20.97,192.24%,2%/10%(阳),1%,-5%,-5%,-5%,-2%,4%
301428,世纪恒通,2024-12-03,-7.99,6.06,-8.99,-2.93,19.9,97.23%,-4%/0%(阴),0%,-1%,-1%,1%,-2%,-1%
301428,世纪恒通,2024-12-25,-7.54,6.55,-9.46,-2.91,23.0,85.31%,-3%/1%(阳),0%,-3%,-4%,-1%,-4%,-18%
301428,世纪恒通,2026-03-19,-3.44,5.23,-4.00,+1.23,17.43,94.29%,-4%/1%(阴),-5%,-2%,-1%,0%,-2%,-6%
301446,福事特,2024-06-27,-3.6,12.32,-5.57,+6.75,20.28,183.54%,-3%/2%(阴),3%,6%,1%,0%,-5%,-4%
301446,福事特,2025-09-19,-3.71,15.89,-6.18,+9.71,21.75,120.45%,-4%/1%(阴),8%,0%,-3%,2%,3%,2%
301486,致尚科技,2026-02-02,-3.98,9.26,-5.19,+4.07,23.21,112.37%,5%/19%(阳),18%,13%,12%,23%,19%,18%
301486,致尚科技,2026-09-17,0.84,3.49,+0.08,+3.57,19.01,99.16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
301488,豪恩汽电,2024-04-09,2.11,9.78,+0.02,+9.80,20.08,155.98%,-9%/-2%(阴),-8%,-8%,-14%,-22%,-23%,-20%
301488,豪恩汽电,2024-07-16,0.49,9.63,+0.46,+10.09,4.2,298.1%,-12%/-1%(阴),-7%,-7%,-9%,-7%,-15%,-15%
301488,豪恩汽电,2025-02-07,3.5,8.01,+1.53,+9.54,20.9,269.32%,-3%/2%(阳),5%,2%,4%,20%,20%,14%
301488,豪恩汽电,2025-05-19,8.74,12.8,+7.11,+19.92,14.18,213.59%,-3%/3%(阴),-2%,-7%,-8%,-11%,-12%,-7%
301489,思泉新材,2026-09-04,-6.7,8.46,-7.67,+0.79,18.1,89.21%,-2%/6%(阳),6%,4%,-2%,-7%,-5%,-4%
301500,飞南资源,2026-04-28,-1.25,10.72,-1.35,+9.37,3.21,163.87%,-3%/0%(阴),1%,3%,5%,4%,5%,5%
301503,智迪科技,2024-01-08,-5.45,19.64,-6.05,+13.59,12.56,239.01%,-1%/8%(阴),-3%,2%,0%,-6%,-6%,-10%
301512,智信精密,2023-12-21,-9.29,7.03,-10.94,-3.91,14.14,122.93%,-9%/1%(阴),-3%,-1%,-1%,2%,4%,4%
301512,智信精密,2024-06-13,-1.13,13.02,-1.65,+11.37,1.59,257.03%,-9%/-5%(阴),-7%,0%,-6%,-6%,-8%,-12%
301513,尚水智能,2026-07-01,-2.43,11.14,-3.20,+7.95,21.02,148.71%,-2%/2%(阳),4%,-3%,-8%,-11%,-16%,-15%
301516,中远通,2024-04-16,0.63,14.09,-2.18,+11.91,19.02,197.3%,-8%/15%(阳),16%,12%,8%,4%,3%,-1%
301517,陕西华达,2024-02-28,-2.04,16.71,-2.34,+14.37,20.48,216.36%,-7%/7%(阳),3%,1%,4%,2%,3%,15%
301518,长华化学,2025-11-12,-3.9,16.8,-8.15,+8.65,23.31,164.01%,-3%/7%(阳),4%,-3%,-7%,-10%,-3%,-5%
301519,舜禹股份,2023-10-26,-2.81,13.59,-2.81,+10.78,12.41,137.75%,-10%/-1%(阴),-9%,-10%,-12%,-13%,-13%,-13%
301528,多浦乐,2024-07-29,0.41,9.18,-0.99,+8.19,19.95,157.04%,-7%/-2%(阴),-5%,-2%,-1%,-4%,-7%,-1%
301533,威马农机,2025-07-04,-9.59,8.59,-9.87,-1.28,20.6,102.46%,-1%/4%(阳),3%,5%,0%,-1%,-2%,-3%
301536,星宸科技,2025-05-27,-3.6,5.22,-4.71,+0.52,20.58,96.14%,-1%/7%(阴),1%,-1%,3%,1%,5%,12%
301550,斯菱智驱,2024-06-03,15.24,12.03,+7.96,+20.00,18.03,196.5%,-8%/12%(阴),5%,-1%,-10%,-15%,-8%,4%(板)
301550,斯菱智驱,2026-08-12,1.45,7.45,-3.35,+4.10,21.08,159.67%,-1%/5%(阳),3%,3%,2%,-2%,-3%,0%
301559,中集环科,2025-05-15,0.97,15.2,-0.11,+15.09,20.88,163.07%,-6%/1%(阴),-8%,-11%,-12%,-11%,-12%,-13%
301565,中仑新材,2025-06-27,1.35,14.27,-4.80,+9.48,17.83,311.6%,-4%/6%(阳),4%,-4%,-5%,-6%,-10%,-10%
301571,国科天成,2025-05-23,-6.82,5.49,-7.25,-1.75,20.88,117.58%,-1%/1%(阳),1%,-1%,-3%,-4%,-3%,-3%
301578,辰奕智能,2024-08-19,-6.33,12.26,-8.26,+4.00,19.9,99.32%,2%/19%(板),18%,25%,16%,24%,13%,2%
301587,中瑞股份,2024-06-05,-7.64,4.38,-8.07,-3.69,21.94,96.54%,-1%/7%(阳),-1%,-4%,-3%,0%,0%,-1%
301606,绿联科技,2026-03-10,6.55,17.93,-2.94,+14.99,19.76,167.65%,-9%/-2%(阳),-2%,-10%,-12%,-11%,-14%,-15%
301626,苏州天脉,2026-08-18,-4.27,6.36,-5.77,+0.59,20.35,95.86%,-13%/-1%(阴),-10%,-11%,-12%,-10%,-11%,-9%
