股票代码,股票名称,D-0日期,D-2涨幅,D-2振幅,D-1振幅,D-0涨幅,D-0振幅,D-2~D-0区间振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
000539,,2017-04-13,1.95,7.64,8.89,1.9,10.94,19.54%,321.12%,144.66%,-6%/-2%(阴),-6%,-8%,-9%,-10%,-12%,-13%
000540,,2013-05-21,5.75,7.06,1.55,6.21,4.94,25.29%,272.04%,229.85%,0%/8%(阳),8%,7%,7%,16%(板),18%,15%
000540,,2014-07-15,6.72,9.88,7.96,-0.51,6.4,22.13%,146.26%,101.47%,-3%/0%(阴),0%,2%,0%,0%,4%,3%
000540,,2014-08-19,2.01,6.34,8.33,1.1,5.23,16.85%,204.74%,198.27%,-3%/1%(阴),-1%,0%,-2%,-3%,-1%,-2%
000540,,2019-02-26,8.33,11.11,7.93,-0.42,9.32,30.81%,220.2%,155.38%,-2%/5%(阳),3%,5%,9%,5%,9%,9%
000540,,2020-12-02,0.0,3.12,11.25,-1.42,4.55,13.44%,363.29%,100.07%,-2%/6%(阳),1%,2%,0%,1%,-3%,-1%
000542,,1998-05-27,5.8,7.03,8.36,1.31,8.91,25.57%,215.58%,180.46%,0%/10%(板),20%,20%,15%,16%,14%,12%
000544,,2010-02-26,1.34,6.21,10.94,4.55,9.52,21.03%,292.17%,187.79%,-2%/10%(阳),10%,12%,10%,7%,5%,5%
000546,,2006-07-13,4.18,6.62,11.04,-6.69,10.94,18.82%,223.55%,113.51%,-5%/5%(阳),3%,1%,10%,9%,13%,12%
000546,,2021-08-30,6.08,8.9,11.33,-3.43,10.29,23.89%,247.8%,138.35%,1%/9%(阳),4%,1%,-1%,-2%,0%,0%
000548,,2014-03-26,3.35,4.4,11.36,1.48,6.46,19.5%,414.2%,250.2%,-2%/9%(板),14%,9%,2%,4%,2%,-1%
000550,,2005-08-15,2.62,8.27,7.66,8.21,5.36,23.99%,611.62%,366.82%,-4%/-2%(阴),5%(板),15%,17%,14%,8%,5%
000550,,2024-10-08,8.75,8.24,5.85,7.07,14.7,29.8%,147.58%,140.63%,-10%/-2%(阴),-3%,-2%,-5%,-7%,-7%,-7%
000551,,2010-04-12,9.94,11.23,5.58,5.08,9.95,32.07%,149.45%,111.44%,-3%/8%(阳),6%,8%,4%,4%,3%,9%
000552,,2012-11-01,4.53,5.52,11.31,0.57,6.4,16.43%,223.36%,125.59%,-1%/4%(阳),10%,5%,5%,0%,0%,0%
000553,,2002-06-25,5.29,7.76,5.02,2.91,12.52,28.01%,246.53%,118.43%,-3%/2%(阳),0%,1%,-4%,-5%,-6%,-4%
000553,,2006-06-02,2.86,8.86,10.0,7.83,11.62,27.14%,130.75%,129.48%,-6%/3%(阳),2%,-1%,-12%,-12%,-13%,-12%
000553,,2010-09-10,2.54,4.86,7.97,1.67,5.78,19.78%,629.12%,117.83%,-5%/-2%(阴),-3%,-5%,-5%,-9%,-10%,-8%
000554,,2005-03-01,4.82,7.93,11.62,0.49,7.86,21.81%,147.89%,129.88%,-8%/-1%(阴),-4%,0%,-2%,-1%,-1%,-3%
000554,,2024-01-18,7.33,10.39,12.54,-0.58,13.56,26.24%,291.41%,157.56%,-10%/-4%(阴),-10%,-9%(板),-9%,-5%,-5%,-5%
000555,,1998-04-06,2.94,7.28,12.79,-0.12,10.14,23.81%,194.62%,133.86%,-3%/1%(阴),5%,5%,-5%,-8%,-8%,-5%
000555,,2020-09-02,5.42,6.17,11.43,-0.85,7.51,21.4%,178.87%,136.95%,-4%/0%(阴),-3%,-1%,-5%,-8%,-10%,-13%
000557,,2017-03-31,1.98,8.83,11.34,3.53,8.82,24.2%,390.19%,262.63%,-9%/-4%(阳),-3%,-5%,-11%,-9%,-11%,-14%
000558,,2013-02-07,3.48,5.22,12.74,3.71,10.04,26.12%,275.56%,190.13%,-2%/2%(阳),0%,-3%,-7%,-9%,-8%,-9%
000559,,2007-02-27,1.67,6.48,11.11,-9.93,11.92,14.07%,150.01%,138.3%,-2%/8%(阳),8%,5%,9%,7%,8%,14%
000559,,2019-03-08,3.56,4.49,9.72,-3.53,9.78,19.2%,185.78%,108.27%,0%/3%(阳),5%,4%,1%,-1%,-1%,-1%
000561,,2015-10-28,3.44,7.29,13.9,-6.32,8.88,16.15%,138.8%,108.19%,-1%/3%(阳),4%,1%,-2%,0%,2%,4%
000564,,2007-05-09,4.77,8.02,11.43,-0.81,7.87,18.6%,115.42%,108.92%,-2%/4%(阳),3%,3%,5%,0%,-1%,-2%
000564,,2016-06-17,7.45,9.2,12.35,-0.69,4.53,23.17%,313.5%,185.64%,-5%/1%(阳),0%,-4%,0%,-3%,-4%,-3%
000565,,2009-02-11,2.33,5.04,12.42,7.92,9.82,23.96%,193.42%,146.76%,-6%/0%(阴),5%,7%,3%,-2%,-4%,-2%
000565,,2021-03-18,7.27,8.15,12.11,-0.56,7.46,23.13%,282.27%,199.11%,4%/9%(板),15%,6%,3%,9%,11%,18%
000570,,2009-07-31,1.74,9.13,9.06,3.19,8.39,19.83%,131.07%,102.46%,-2%/5%(阳),4%,5%,3%,9%,9%,10%
000571,,2002-03-08,1.52,6.07,10.47,5.44,7.77,22.13%,349.82%,144.79%,-3%/4%(阳),5%,-1%,4%(板),12%,8%,7%
000571,,2025-12-04,4.24,8.83,12.37,-3.39,11.71,21.38%,220.5%,110.84%,-4%/6%(阳),11%(板),2%,8%,4%,10%,4%
000572,,2009-02-09,-3.44,8.35,9.92,1.39,6.02,15.23%,201.7%,180.46%,-2%/1%(阳),11%(板),20%,22%,20%,16%,13%
000572,,2015-08-18,1.27,5.2,8.77,-10.02,16.17,19.54%,162.74%,151.52%,-9%/8%(阳),10%,0%,-13%,-23%,-21%,-22%
000573,,2021-02-04,2.93,6.23,11.39,-10.03,20.06,26.37%,524.96%,330.11%,-10%/-5%(阴),-11%,-13%,-11%,-10%,-6%,-2%
000582,,2000-03-28,5.91,10.25,8.02,-2.77,14.26,28.25%,131.02%,117.35%,-3%/1%(阳),8%,6%,1%,-4%,-5%,-3%
000582,,2009-02-19,1.15,8.75,13.59,2.25,8.43,24.27%,273.39%,180.13%,-7%/-2%(阴),0%,-4%,-9%,-11%,-7%,-8%
000584,,2019-09-09,2.36,4.87,7.37,4.05,8.8,22.8%,342.4%,135.48%,-4%/-2%(阴),6%,4%,1%,1%,1%,-1%
000586,,2023-03-28,2.18,5.4,10.58,7.5,9.36,25.97%,895.9%,691.33%,-8%/-3%(阳),-7%,-11%,-11%,-10%,-11%,-11%
000586,,2024-10-28,7.0,9.41,11.55,5.2,13.85,30.96%,187.34%,148.62%,-8%/-1%(阴),-8%,-7%,-10%,-13%,-12%,-12%
000589,,1999-06-22,-0.83,5.34,9.46,8.16,8.27,22.68%,326.65%,209.18%,-2%/1%(阴),10%,15%,9%,9%,4%,-4%
000589,,2022-06-22,2.59,8.71,10.55,-3.75,5.62,13.41%,224.76%,154.11%,-1%/7%(阳),5%,3%,1%,1%,-4%,-4%
000592,,2022-08-03,1.56,4.67,9.2,3.48,10.8,22.18%,882.85%,203.29%,-6%/-2%(阳),-6%,0%(板),2%,7%,3%,1%
000593,,2009-11-20,9.88,10.21,9.68,0.0,9.61,26.71%,118.36%,103.02%,-3%/8%(阳),12%,6%,-3%,-5%,-4%,3%
000594,,2006-04-10,5.35,8.56,8.12,3.0,8.78,22.73%,114.91%,103.12%,-5%/1%(阴),-6%,-7%,-13%,-14%,-8%,-5%
000594,,2009-11-06,-0.9,5.05,10.2,3.48,8.11,21.3%,536.66%,332.98%,-3%/2%(阳),7%,3%,0%,-2%,-1%,-1%
000595,,2015-05-27,4.73,10.78,11.75,6.16,7.36,26.22%,132.03%,112.86%,-10%/-1%(阴),-8%,-2%(板),7%(板),15%,8%,16%(板)
000598,,2007-04-23,5.77,9.82,11.24,2.18,7.64,26.21%,190.75%,126.15%,0%/9%(板),9%,11%,7%,8%,11%,17%
000598,,2015-04-17,4.74,9.36,13.36,0.56,7.48,23.47%,197.74%,121.61%,-6%/-2%(阴),-3%,1%,-2%,1%,1%,5%
000599,,2016-11-11,3.48,5.68,11.1,0.23,6.46,17.55%,198.26%,130.29%,-3%/-1%(阳),-1%,-2%,-3%,-3%,3%,2%
000600,,2001-04-18,6.05,6.2,7.32,4.16,8.19,25.47%,598.47%,300.39%,-5%/-1%(阴),2%,-2%,-4%,-4%,-4%,-2%
000600,,2023-05-15,7.22,9.85,13.78,5.29,8.36,29.56%,189.33%,163.19%,-7%/0%(阴),-6%,-7%,-4%,-3%(板),4%,-4%
000602,,2008-11-18,3.67,6.12,12.01,-10.02,14.13,20.82%,122.95%,108.2%,-1%/9%(阳),12%,3%,2%,-2%,-4%,1%
000605,,2016-07-14,2.68,4.15,9.92,-2.88,6.97,17.06%,288.71%,153.04%,-2%/0%(阴),-3%,-2%,-2%,-1%,-3%,-2%
000605,,2022-11-28,2.26,3.72,10.9,-1.87,6.61,14.86%,492.4%,298.86%,-2%/-1%(阴),-2%,-2%,-3%,-2%,-2%,-1%
000607,,2004-04-07,5.8,6.44,6.19,0.28,3.6,19.33%,251.13%,104.93%,-2%/3%(阳),2%,0%,0%,-2%,-2%,-6%
000607,,2008-11-18,3.44,6.87,11.07,-3.36,11.41,24.43%,297.86%,156.77%,0%/9%(阳),6%,2%,5%,3%,-3%,3%
000608,,1997-12-03,8.43,8.64,9.03,1.45,8.12,23.83%,182.69%,132.13%,-3%/0%(阳),0%,0%,-2%,-2%,-3%,-2%
000609,,1999-06-25,3.78,6.61,13.84,-6.97,14.77,24.88%,187.3%,109.61%,1%/7%(阳),11%,5%,-3%,-8%,-8%,-12%
000609,,2001-03-13,3.69,3.31,8.1,0.5,4.35,16.42%,932.79%,144.27%,-1%/1%(阳),11%,10%,8%,12%,7%,7%
000610,,2011-02-16,-1.22,6.75,10.78,6.06,7.7,20.0%,253.3%,220.56%,-2%/2%(阳),0%,5%,1%,-1%,-1%,0%
000617,,2024-09-26,8.75,9.34,4.65,5.53,11.38,29.96%,302.72%,125.21%,-1%/7%(阳),13%(板),24%(板),24%,23%,30%(板),43%(板)
000620,,2021-12-22,4.62,8.72,11.76,-7.14,11.16,18.97%,168.99%,101.66%,-1%/10%(板),14%,4%,1%,-4%,-4%,-4%
000623,,2006-12-05,4.87,6.84,9.91,0.97,11.91,24.02%,149.33%,102.82%,-3%/9%(阳),11%,10%,10%,12%,6%,8%
000625,,2022-06-15,8.91,11.28,12.24,-0.37,7.38,29.55%,146.77%,121.09%,-1%/3%(阴),2%,6%,9%,9%,16%(板),22%
000626,,2012-05-18,4.09,10.99,9.53,2.72,8.67,26.36%,201.72%,165.82%,-10%/-2%(阴),-5%,-7%,-5%,-7%,-11%,-8%
000626,,2021-07-26,5.42,6.88,9.51,2.57,7.06,23.74%,219.73%,147.41%,2%/10%(阳),8%,12%,11%,12%,17%,15%
000626,,2024-10-08,3.19,6.17,7.84,7.49,9.18,25.74%,202.46%,134.09%,-9%/-1%(阴),-8%,-10%,-12%,-11%,-12%,-11%
000627,,2006-05-15,2.51,5.03,10.78,3.57,9.37,21.11%,172.83%,133.18%,-9%/0%(阴),2%(板),6%,5%,12%,20%,15%
000629,,2026-01-07,3.55,4.19,9.97,0.0,3.12,13.87%,308.49%,121.65%,-2%/1%(阴),3%,3%,3%,1%,2%,2%
000630,,2008-11-18,5.26,10.84,6.76,-6.42,12.57,22.76%,170.42%,113.85%,-1%/7%(阳),11%,6%,4%,2%,0%,5%
000631,,2016-08-22,2.84,5.67,11.21,0.17,10.54,25.71%,389.8%,270.61%,-6%/-3%(阴),-2%,-8%,-7%,-4%,-4%,-4%
000632,,2010-01-21,3.14,3.7,10.57,6.84,7.49,22.74%,619.4%,161.34%,-7%/-1%(阴),0%,-6%,-13%,-8%,-6%,-9%
000632,,2012-11-06,4.79,6.59,12.0,-2.6,10.13,18.86%,211.02%,190.57%,-5%/-2%(阴),3%,-4%,-3%,-1%,-10%,-9%
000632,,2018-11-13,3.05,7.89,12.59,3.81,10.54,25.95%,309.32%,122.85%,-4%/1%(阴),-3%,-4%,-5%,-5%,-7%,-5%
000635,,2018-07-30,3.23,10.32,11.04,0.47,9.85,25.05%,319.55%,174.49%,-7%/9%(阳),9%,3%,3%,-1%,-2%,5%
000638,,2002-03-12,1.22,4.11,11.43,-3.42,7.51,16.89%,173.22%,134.15%,-5%/1%(阴),1%,2%,-1%,-1%,0%,0%
000639,,2007-01-23,7.2,8.55,10.07,4.45,5.34,23.24%,154.77%,148.54%,-2%/0%(阴),-2%,-9%,-5%,-4%,-7%,-13%
000650,,2020-01-22,4.13,3.82,5.04,-2.22,8.32,20.67%,497.67%,119.41%,0%/3%(阴),12%(板),20%,20%,30%,27%,13%
000651,,2016-11-24,1.89,4.91,7.75,3.25,8.14,19.04%,159.11%,102.18%,-4%/3%(阳),11%,18%,14%,2%,3%,0%
000652,,2022-12-13,2.18,2.91,1.18,0.86,7.76,21.55%,620.14%,577.96%,-3%/2%(阳),-2%,-3%,-2%,-5%,-6%,-7%
000656,,2015-04-08,8.44,12.83,9.65,6.95,11.1,32.38%,106.67%,106.25%,-9%/0%(阴),2%,0%,-4%,-10%,-14%,-14%
000659,,2012-04-27,6.93,12.27,3.49,-2.72,10.66,26.93%,249.78%,129.4%,-10%/0%(阴),-5%,-5%,-5%,-5%,0%,-6%
000661,,2009-01-20,7.63,8.22,8.43,-6.94,10.74,21.1%,193.05%,119.2%,-4%/3%(阳),2%,3%,5%,6%,6%,14%
000662,,2013-05-30,4.99,4.84,1.73,-4.06,9.7,21.48%,595.84%,209.75%,-5%/-1%(阴),-2%,-5%,-9%,-10%,-11%,-14%
000662,,2019-03-11,3.45,6.47,20.03,3.92,6.95,32.09%,381.83%,214.83%,-3%/9%(板),9%,-4%,-7%,-8%,-5%,-6%
000665,,2006-07-12,6.23,7.08,10.13,4.12,10.9,28.61%,483.31%,269.65%,-9%/2%(阴),-1%(板),9%(板),19%,27%,24%,18%
000666,,2019-02-19,1.61,6.16,9.31,4.23,8.38,20.79%,296.43%,209.51%,-2%/0%(阴),5%,9%,17%,18%,23%,12%
000667,,2002-03-08,3.84,6.19,6.91,2.93,8.99,23.39%,274.51%,161.56%,-3%/1%(阳),5%,3%,1%,2%,-1%,-1%
000667,,2014-08-07,2.7,4.86,10.53,2.87,9.09,23.78%,372.43%,222.78%,-5%/-2%(阴),-3%,-4%,-6%,1%,0%,-2%
000667,,2021-12-22,4.09,7.02,11.8,-3.57,14.29,25.73%,315.84%,148.85%,-2%/3%(阴),-2%,-5%,-7%,-8%,-7%,-7%
000671,,2000-02-15,5.98,9.07,6.32,4.77,11.23,28.45%,288.45%,170.53%,2%/8%(阳),15%,16%(板),28%(板),36%,24%,20%
000673,,2002-03-08,1.84,3.45,11.29,0.0,5.74,15.29%,146.71%,132.83%,-2%/1%(阳),5%,1%,0%,2%,-1%,-1%
000673,,2006-12-08,3.02,6.87,12.8,-8.47,10.9,17.58%,170.94%,114.25%,0%/6%(阳),9%,3%,3%,1%,2%,2%
000673,,2018-11-14,3.85,9.72,12.72,2.09,7.38,24.4%,196.27%,129.98%,-3%/-1%(阳),-1%,-3%,0%,6%,7%,1%
000677,,2007-03-13,4.35,7.65,9.5,-1.97,5.61,18.78%,125.19%,103.09%,-4%/4%(阳),8%,2%,0%,3%,5%,13%
000678,,2014-08-19,5.93,7.57,7.72,5.61,7.89,26.99%,342.61%,224.53%,-3%/3%(阳),0%,-1%,-1%,-3%,-3%,-4%
000679,,2002-06-25,3.54,5.31,5.52,1.31,7.17,20.68%,327.39%,113.05%,-2%/2%(阳),7%,3%,2%,1%,2%,1%
000679,,2004-09-20,5.25,8.14,0.75,4.54,4.99,23.88%,324.04%,181.23%,-3%/2%(阳),5%,6%,6%,5%,4%,4%
000679,,2007-01-25,4.58,9.76,12.0,0.0,10.9,27.29%,182.39%,134.76%,-4%/3%(阳),6%,6%,2%,0%,-4%,-4%
000679,,2022-08-09,-1.58,6.53,10.98,-2.7,5.41,12.84%,358.23%,247.72%,-1%/1%(阳),4%,5%,8%,6%,8%,6%
000679,,2024-01-10,1.18,6.57,9.48,-6.2,13.16,20.54%,374.51%,151.9%,-1%/8%(阳),3%,3%,0%,3%,-6%,-9%
000680,,2014-09-18,-2.63,5.79,11.89,1.72,8.6,21.58%,245.43%,232.77%,-2%/2%(阳),-1%,-2%,0%,3%,0%,0%
000680,,2016-11-15,4.46,10.46,10.67,3.13,7.46,24.7%,195.83%,133.32%,-5%/-2%(阴),-1%,-5%,-4%,-6%,-4%,-7%
000681,,2023-06-15,7.98,11.46,5.87,5.65,8.81,29.53%,151.0%,105.74%,-7%/4%(阴),1%,-4%,-7%,-14%,-19%,-21%
000682,,2014-02-20,0.0,2.7,9.46,3.99,9.2,21.62%,1115.3%,264.62%,-5%/-2%(阴),-5%,-5%,-8%,-3%,-4%,-5%
000683,,2000-03-28,1.69,5.69,9.98,0.41,9.63,20.92%,249.59%,171.09%,-5%/0%(阴),-2%,-2%,-4%,-5%,-7%,-6%
000683,,2020-08-06,1.51,5.03,8.42,7.21,10.36,22.11%,594.07%,203.66%,0%/8%(阳),17%(板),28%,17%,13%,11%,16%
000686,,2014-12-05,0.89,10.09,11.89,9.95,12.81,24.37%,156.95%,155.96%,-4%/9%(阳),18%,1%,-4%,-4%,-4%,5%(板)
000687,,2007-05-08,8.21,9.06,9.72,0.22,7.75,27.61%,155.63%,116.27%,-9%/-2%(阴),-4%,-2%,-3%,-5%,-5%,-3%
000688,,2014-12-04,5.78,5.52,11.77,2.32,7.06,23.23%,196.93%,100.98%,-10%/3%(阴),-4%,-9%,-14%,-13%,-11%,-9%
000688,,2021-05-11,5.21,8.03,9.91,-2.63,10.69,20.3%,174.92%,143.52%,-1%/2%(阳),-1%,-3%,-4%,-4%,-6%,-9%
000688,,2024-10-08,7.68,7.58,6.77,8.12,7.47,29.25%,201.56%,133.27%,-9%/-1%(阴),-7%,-11%,-12%,-11%,-7%,-8%
000690,,2022-06-09,3.71,4.64,10.07,-4.27,11.18,20.19%,342.04%,116.39%,-4%/1%(阳),-1%,-2%,-2%,-4%,-5%,-2%
000692,,2026-03-27,4.71,8.24,12.81,-0.82,11.02,28.94%,490.71%,443.16%,-9%/8%(阳),7%,-1%,-2%,-13%,-14%,-14%
000700,,2013-01-31,2.64,3.16,0.17,-0.31,4.05,16.7%,327.32%,239.66%,-3%/-1%(阴),0%,2%,2%,2%,5%,6%
000700,,2024-11-08,3.14,7.57,7.89,1.39,7.81,24.0%,214.43%,131.85%,-3%/0%(阳),6%,-1%,-2%,-6%,-8%,-4%
000705,,2008-05-14,5.2,9.01,13.15,0.11,10.31,26.4%,406.07%,141.0%,-4%/1%(阳),0%,-1%,-3%,-10%,-11%,-13%
000708,,2008-11-20,-3.62,5.84,9.81,1.71,8.54,17.71%,161.33%,114.8%,-7%/0%(阳),-2%,-8%,-6%,0%,-6%,-7%
000709,,2022-07-06,2.62,5.68,8.09,1.54,8.88,22.27%,336.03%,184.42%,-6%/6%(阳),0%,3%(板),13%(板),22%,24%,17%
000712,,2014-12-05,-2.5,11.16,13.07,0.49,14.08,20.95%,151.57%,134.84%,-7%/9%(阳),11%,-4%,-8%,-8%,-10%,-1%(板)
000713,,2008-05-14,6.18,11.41,14.22,-7.58,12.47,22.59%,141.14%,104.04%,-5%/1%(阴),-3%,-6%,-8%,-8%,-11%,-14%
000715,,2022-09-21,6.19,12.96,12.75,-1.99,11.75,30.56%,302.64%,186.44%,-4%/-1%(阳),1%,6%,8%,8%,5%,-5%
000717,,2000-07-13,-3.37,6.21,9.8,2.48,9.01,21.16%,487.99%,307.73%,-4%/1%(阴),-1%,-2%,-3%,-2%,-4%,-8%
000718,,2024-11-08,1.62,6.88,11.95,-3.99,9.78,21.05%,202.79%,144.01%,-3%/1%(阴),-1%,-3%,-2%,-7%,-5%,-7%
000720,,2004-11-24,2.82,3.97,9.22,3.62,10.76,24.71%,615.3%,214.36%,-3%/9%(阴),-2%,-3%,-21%,-25%,-33%,-40%
000721,,2016-09-20,3.59,6.84,11.41,0.41,4.58,18.77%,230.07%,134.93%,-3%/2%(阴),2%,0%,-3%,-8%,-7%,-9%
000721,,2024-09-27,1.32,3.36,9.96,7.48,8.27,21.35%,351.82%,197.2%,-2%/9%(阳),19%,2%,2%,-3%,-7%,-7%
000722,,2007-01-23,2.96,9.76,8.91,9.14,11.75,25.44%,165.17%,152.24%,-5%/0%(阴),-5%,-5%,-3%,-4%,3%,2%
000723,,2025-03-11,3.33,5.95,8.06,-1.89,4.4,15.71%,220.98%,176.69%,-1%/2%(阴),8%(板),13%,8%,5%,7%,7%
000726,,2007-03-29,9.01,9.86,6.59,2.17,7.28,30.21%,140.85%,101.1%,-1%/1%(阴),3%,1%,3%,2%,12%,23%(板)
000727,,2011-07-07,-1.98,7.28,11.54,0.15,5.58,15.66%,143.05%,111.33%,-2%/0%(阴),3%,0%,0%,2%,0%,0%
000729,,2013-10-15,4.34,6.2,10.4,2.7,9.19,23.57%,217.6%,173.61%,-3%/2%(阳),1%,3%,3%,2%,-2%,-6%
000730,,2002-03-12,6.84,8.45,10.29,-0.57,10.72,28.82%,217.06%,159.79%,-7%/1%(阴),2%,4%,1%,0%,1%,-1%
000732,,1999-06-10,3.9,7.19,9.61,-0.75,7.46,20.95%,138.89%,101.92%,1%/4%(阳),7%,7%,0%,3%,8%,11%
000736,,2019-04-11,5.43,11.69,11.09,6.29,9.11,29.84%,389.33%,274.49%,-7%/2%(阴),-3%,-6%,-8%,-10%,-12%,-14%
000737,,2021-06-16,8.36,10.92,8.83,2.6,12.67,31.94%,144.49%,140.52%,-5%/0%(阳),7%,0%,0%,-5%,-6%,-5%
000739,,2008-05-09,1.53,8.89,8.76,-1.74,8.96,15.83%,177.4%,115.7%,-4%/8%(阳),16%(板),26%,16%,14%,13%,3%
000739,,2009-01-21,7.22,5.03,10.82,1.67,9.28,18.16%,151.49%,120.86%,-3%/1%(阴),0%,1%,3%,1%,3%,5%
000755,,2016-08-18,4.47,8.07,12.96,-3.78,10.38,18.01%,366.19%,257.72%,-7%/-3%(阴),-5%,-9%,-11%,-13%,-15%,-17%
000756,,2008-05-14,6.74,11.4,12.18,4.51,8.88,32.26%,389.65%,181.19%,-5%/0%(阴),-4%,-2%,-1%,-6%,-7%,-10%
000756,,2016-08-12,4.89,6.67,10.69,3.62,8.94,21.17%,491.71%,126.61%,-3%/8%(阳),13%,8%,4%,3%,3%,0%
000756,,2025-05-19,1.64,3.36,4.43,4.98,9.33,22.79%,542.31%,191.05%,-3%/2%(阴),-1%,-5%,-3%,-5%,-8%,-9%
000757,,2015-08-18,7.3,11.13,12.72,-10.02,12.45,22.61%,181.11%,133.15%,-6%/9%(阳),9%,3%,-11%,-24%,-23%,-26%(板)
000758,,2011-03-28,1.92,7.1,9.61,6.28,7.96,20.37%,193.35%,122.17%,-5%/2%(阴),0%,-4%,-6%,0%,0%,2%
000758,,2020-07-07,3.12,4.9,9.94,1.18,8.64,20.94%,219.22%,159.69%,-1%/10%(板),16%,12%,13%,13%,13%,10%
000758,,2024-10-08,6.56,6.56,6.37,2.9,11.39,27.83%,233.4%,138.58%,-9%/-3%(阴),-3%,-5%,-7%,-8%,-10%,-10%
000758,,2025-07-14,2.17,1.98,9.09,1.23,6.5,20.16%,861.12%,238.22%,-3%/3%(阴),-2%,-3%,5%(板),15%,10%,12%
000763,,1999-01-21,3.08,3.79,7.13,-1.04,5.43,16.59%,782.82%,211.61%,0%/4%(阳),9%,7%,8%,5%,1%,4%
000768,,2009-02-13,1.65,8.23,11.73,8.25,9.83,24.85%,171.09%,104.81%,-3%/0%(阴),-2%,-3%,2%(板),7%,11%,12%
000768,,2013-01-15,3.3,6.24,10.72,4.15,8.19,23.32%,259.98%,148.37%,0%/6%(阳),6%,1%,1%,-1%,1%,11%
000768,,2026-01-07,2.01,2.8,10.62,-0.91,4.35,15.21%,286.44%,104.65%,-1%/6%(阳),9%,10%,7%,3%,3%,2%
000777,,2005-09-21,6.64,10.82,6.76,6.96,10.52,30.36%,347.42%,107.28%,-9%/-2%(阴),-3%,-3%,-4%,-8%,-7%,-1%
000777,,2010-03-04,4.03,5.97,10.94,4.68,9.72,25.77%,440.21%,174.2%,-5%/-1%(阴),-1%,-3%,-1%,3%,0%,-6%
000777,,2022-09-09,2.29,3.35,10.51,-4.78,7.2,15.24%,435.67%,152.06%,-1%/1%(阳),-1%,8%,0%,-7%,-9%,-6%
000786,,2008-01-03,4.13,5.56,8.01,1.47,6.32,23.84%,389.38%,175.13%,-1%/7%(阳),7%,5%,4%,10%,12%,11%
000790,,2006-04-07,4.56,5.95,12.14,8.1,6.38,26.59%,417.22%,302.17%,-3%/-1%(阳),0%,-2%,-3%,-10%,-9%,-11%
000790,,2013-03-08,7.09,8.98,11.7,-2.11,10.73,24.23%,137.27%,111.84%,-6%/-1%(阴),-4%,-7%,-4%,-4%,-4%,-5%
000791,,2007-07-30,5.17,5.93,13.15,-0.26,3.42,17.48%,202.24%,111.84%,-4%/4%(阳),3%,-4%,-2%,-2%,-4%,4%(板)
000791,,2024-05-14,3.02,4.13,2.31,3.08,7.42,23.97%,445.42%,220.52%,-7%/3%(阴),-6%,-1%(板),8%,2%,-1%,1%
000791,,2026-05-12,5.75,10.8,8.37,-3.56,7.81,20.34%,146.94%,129.16%,0%/7%(阳),8%,-1%,-1%,0%,-2%,-5%
000792,,2017-09-12,9.03,9.71,7.58,-1.49,8.81,28.02%,335.08%,154.64%,-3%/2%(阳),8%,17%,20%,25%,34%(板),41%
000795,,2011-02-17,3.8,10.6,11.36,3.86,6.66,27.72%,207.35%,139.66%,-2%/8%(阳),8%,13%,4%,5%,2%,-1%
000796,,2017-09-05,4.39,6.89,10.96,6.79,8.44,27.5%,358.67%,213.57%,-3%/0%(阳),2%,3%,5%,4%,5%,11%
000796,,2020-04-27,4.29,7.24,6.94,7.06,12.3,27.98%,291.17%,199.62%,-9%/-5%(阴),-1%,-6%,-9%,-10%,-12%,-12%
000797,,2015-04-07,6.18,8.19,9.71,4.3,6.56,25.05%,232.17%,200.79%,0%/9%(阳),13%,23%,28%,20%,22%,20%
000799,,2014-08-14,2.76,4.8,10.6,4.32,5.54,21.63%,361.42%,118.31%,-1%/3%(阳),3%,11%,12%,6%,3%,2%
000799,,2017-07-17,7.24,5.56,7.9,0.38,8.75,18.74%,173.43%,116.07%,-3%/1%(阳),1%,3%,4%,8%,4%,2%
000800,,2016-10-19,-0.92,3.49,9.82,1.52,7.67,18.18%,468.98%,268.74%,-3%/-2%(阴),-3%,-2%,-2%,-3%,-3%,-4%
000801,,2002-03-12,5.63,6.85,11.2,0.89,9.05,24.88%,199.88%,153.04%,-5%/1%(阴),0%,-2%,-3%,-2%,0%,1%
000802,,2009-04-10,0.72,7.1,10.89,3.49,5.84,19.06%,138.97%,112.67%,-2%/1%(阳),-1%,0%,-1%,0%,1%,9%
000802,,2026-04-22,2.27,4.04,2.72,-4.93,12.33,18.43%,568.59%,223.44%,-3%/0%(阴),-4%,1%,2%,3%,2%,11%(板)
000803,,2009-02-05,3.69,4.49,0.0,-5.09,9.72,17.68%,376.59%,234.24%,-1%/6%(阳),8%,10%,12%,10%,15%,15%
000803,,2011-01-21,6.06,10.97,14.48,-6.89,10.03,17.66%,176.81%,141.94%,-10%/-4%(阴),-15%,-18%,-17%,-16%,-13%,-14%
000806,,2007-01-19,6.83,10.43,12.46,6.12,9.48,28.78%,162.64%,112.53%,-3%/7%(阳),6%,3%,-1%,-2%,1%,2%
000806,,2007-04-13,5.85,8.11,8.38,-0.49,12.64,29.62%,150.29%,118.05%,-1%/4%(阳),7%,11%,9%,5%,13%,24%
