股票代码,股票名称,D-0日期,D-2涨幅,D-2振幅,D-1振幅,D-0涨幅,D-0振幅,D-2~D-0区间振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
000806,,2013-11-28,3.05,4.41,11.18,5.99,9.28,24.41%,671.08%,294.53%,-3%/9%(板),6%,-2%,-1%,-3%,-4%,-5%
000807,,2010-10-13,5.58,5.48,12.08,0.43,8.06,18.43%,163.1%,139.59%,0%/9%(板),19%,12%,9%,8%,8%,12%
000807,,2016-11-14,5.76,5.18,11.02,8.16,9.15,24.6%,303.82%,255.3%,-6%/-2%(阴),-4%,-4%,-5%,-4%,-2%,-2%
000810,,2023-12-21,5.6,7.91,4.77,-1.1,6.13,18.63%,302.95%,105.49%,-1%/6%(阴),5%,9%,12%,10%,14%,13%
000811,,2024-12-16,3.34,6.4,10.56,3.81,9.28,26.78%,332.97%,152.66%,-10%/-3%(阴),-11%,-10%,-10%,-12%,-14%,-14%
000811,,2026-04-23,4.25,7.83,8.89,0.09,5.8,20.68%,211.32%,105.21%,-2%/0%(阴),3%,13%,9%,13%,22%,20%
000812,,2020-12-09,1.27,5.06,9.37,-1.99,11.65,20.89%,485.47%,206.34%,-6%/-1%(阴),-3%,3%,-1%,7%(板),17%(板),29%
000813,,2007-01-16,2.92,10.22,8.16,2.26,9.35,22.63%,126.96%,101.73%,-3%/5%(阳),4%,3%,9%,10%,9%,15%
000816,,2000-02-22,9.94,10.66,9.79,-6.86,13.31,28.48%,347.54%,104.35%,-8%/-2%(阴),-5%,-4%,-4%,-3%,-3%,-4%
000818,,2024-10-08,8.77,7.25,5.32,6.06,9.82,29.35%,224.31%,141.65%,-7%/2%(阴),-3%,-9%,-13%,-12%,-16%,-16%
000819,,2015-03-04,3.34,4.73,11.25,2.69,5.87,19.74%,252.62%,105.07%,-2%/0%(阳),10%,10%,9%,7%,15%,17%
000821,,2024-10-08,7.11,6.82,7.88,9.25,8.21,27.87%,188.02%,122.47%,-10%/-3%(阴),-8%,-11%,-14%,-14%,-17%,-17%
000822,,2009-11-05,3.08,4.41,11.11,1.3,3.5,15.71%,269.52%,108.88%,-2%/0%(阴),0%,0%,0%,3%,1%,4%
000825,,2014-05-13,2.5,3.75,6.5,4.8,7.38,24.17%,794.4%,254.46%,-6%/-2%(阴),-6%,-9%,-9%,-8%,-10%,-10%
000826,,2014-12-11,-1.77,6.9,9.91,3.57,6.46,19.23%,206.52%,196.46%,0%/6%(阳),5%,5%,2%,5%,1%,2%
000829,,2005-08-22,-4.28,9.07,11.58,0.48,8.85,20.4%,192.69%,145.8%,-6%/-1%(阴),-5%,4%,5%,1%,3%,0%
000829,,2009-04-16,3.34,5.64,11.72,5.87,8.62,26.51%,270.28%,111.93%,-5%/-1%(阴),0%,8%,7%,7%(板),11%,6%
000829,,2013-06-13,4.01,6.9,13.7,4.86,10.12,23.16%,265.95%,213.58%,-4%/1%(阳),9%,3%,-1%,-1%,-10%,-10%
000829,,2020-11-10,5.26,5.53,7.36,-1.19,7.17,20.47%,163.29%,124.81%,-6%/3%(阴),-2%,-1%,6%(板),12%,-2%,-9%
000829,,2022-08-19,6.81,11.65,10.74,1.83,12.2,30.02%,194.74%,114.79%,1%/7%(阴),3%,-3%,-7%,-6%,-9%,-2%
000831,,2021-07-07,7.86,9.89,10.44,5.77,14.62,30.53%,142.18%,102.54%,-1%/7%(阴),9%,19%,12%,19%,24%(板),36%
000831,,2023-07-06,2.17,5.01,11.3,-1.04,3.21,12.95%,247.23%,101.31%,-3%/0%(阴),-1%,-3%,-1%,-2%,-3%,-7%
000835,,2000-02-15,3.47,5.67,6.89,2.46,8.06,24.5%,210.98%,185.35%,0%/5%(阳),9%,-5%,-6%,-9%,-11%,-11%
000836,,2018-11-19,5.61,8.93,11.35,0.0,7.91,23.98%,274.1%,180.48%,-8%/-4%(阴),-6%,-5%,-7%,-10%,-4%,-6%
000836,,2023-11-20,3.6,6.47,10.76,1.58,10.73,24.46%,368.73%,146.04%,-4%/0%(阴),1%,-4%,-5%,-7%,-8%,-9%
000839,,2011-07-05,3.55,5.57,9.83,-0.51,6.24,16.14%,186.76%,104.19%,-2%/0%(阳),1%,-1%,-1%,-2%,-2%,-1%
000850,,2014-12-05,-0.58,7.84,11.39,2.12,11.41,19.01%,154.63%,139.66%,-3%/7%(阳),6%,-4%,-5%,-5%,2%(板),10%
000851,,2009-04-16,6.21,8.22,12.48,-1.58,9.63,24.83%,192.39%,116.36%,-4%/0%(阴),1%,4%,13%,6%,6%,2%
000851,,2009-09-18,4.64,8.36,7.73,-10.02,13.48,18.97%,188.02%,107.92%,2%/9%(板),10%,8%,-1%,-2%,-4%,-10%
000852,,2025-03-24,3.43,6.58,9.02,5.91,9.05,26.75%,379.46%,167.81%,-8%/2%(阳),-5%,-7%,-4%,-12%,-17%,-21%
000856,,2024-04-15,6.0,13.5,10.97,-9.97,10.61,20.88%,145.38%,136.57%,-10%/-7%(阴),-8%,-13%,-15%,-19%,-19%,-17%
000856,,2026-02-04,0.38,3.14,0.38,-2.24,6.56,13.05%,596.76%,328.9%,-2%/0%(阳),1%,1%,0%,1%,0%,-1%
000858,,1999-06-17,0.67,7.18,9.09,9.78,7.45,22.56%,219.81%,170.93%,-1%/1%(阴),6%,6%,7%,8%,18%,14%
000862,,2018-07-30,1.77,10.91,10.43,0.53,10.0,24.78%,540.41%,320.47%,-9%/-2%(阳),-2%,-5%,-8%,-11%,-10%,-9%
000866,,2002-03-11,4.24,4.74,7.18,1.74,4.78,19.7%,499.01%,118.25%,-1%/2%(阴),-1%,-2%,0%,-3%,-3%,-3%
000869,,2022-08-11,5.16,6.5,10.37,-2.76,5.69,17.88%,208.06%,103.01%,-1%/1%(阴),-1%,-2%,-1%,-2%,-3%,-3%
000875,,2020-01-14,-2.23,5.85,8.55,1.04,9.33,20.33%,281.2%,184.15%,-1%/2%(阳),1%,-2%,-5%,1%,1%,-2%
000882,,2014-02-27,3.55,10.64,6.51,6.85,8.72,25.89%,313.91%,240.39%,-6%/-2%(阳),0%,-2%,6%,2%,2%,10%
000886,,1999-05-25,4.37,6.01,6.28,4.62,6.39,27.15%,594.16%,177.79%,-3%/3%(阳),10%,16%,14%,13%,7%,9%
000886,,2002-06-25,4.3,5.98,5.91,1.95,10.42,24.67%,670.49%,151.28%,1%/8%(阳),8%,7%,5%,4%,4%,4%
000886,,2009-11-09,6.87,11.16,8.43,0.55,7.85,23.18%,212.68%,116.99%,-3%/0%(阴),-1%,0%,-3%,-2%,-2%,0%
000886,,2016-06-22,4.1,9.18,10.87,-2.72,5.15,14.26%,166.91%,104.71%,-2%/2%(阴),1%,-1%,-2%,0%,-4%,-4%
000886,,2017-02-10,1.93,4.83,0.0,-1.38,7.23,20.46%,533.34%,500.45%,-4%/-2%(阳),-3%,-2%,-3%,-4%,-4%,-2%
000886,,2023-02-03,5.82,5.41,11.59,1.43,6.07,20.37%,253.59%,121.28%,-5%/0%(阴),1%,0%,-3%,-2%,-1%,-1%
000888,,2004-01-05,7.54,6.33,9.64,0.11,6.6,19.78%,167.83%,136.77%,-3%/0%(阳),3%,2%,9%,6%,5%,1%
000888,,2024-04-10,1.53,2.97,11.04,4.2,12.61,24.23%,602.22%,233.91%,-4%/10%(板),21%(板),32%,25%,15%,18%,21%
000890,,2010-01-15,2.04,6.62,9.32,-0.15,7.26,20.71%,339.41%,166.97%,-1%/1%(阳),1%,-1%,-6%,-7%,-8%,-9%
000892,,2025-02-14,2.0,4.57,11.76,-4.33,11.45,20.0%,360.97%,164.01%,-4%/2%(阴),-3%,-7%,-5%,2%(板),13%(板),24%(板)
000893,,2021-02-22,5.81,6.81,5.49,0.26,12.38,26.53%,334.38%,195.09%,-1%/8%(阳),2%,4%,5%,7%,3%,3%
000898,,2014-10-16,2.2,4.41,11.59,-2.21,9.07,20.39%,351.41%,183.3%,-5%/0%(阴),-1%,-1%,-4%,-6%,-8%,-7%
000899,,2025-04-16,6.16,6.16,11.71,-0.09,12.05,26.29%,214.53%,143.1%,-3%/6%(阳),0%,-3%,-1%,-5%,-1%,2%
000901,,2013-01-15,6.9,7.64,11.94,-1.42,10.05,26.67%,190.99%,140.36%,-2%/4%(阳),3%,-5%,-5%,-6%,-6%,-2%
000901,,2022-05-31,3.64,7.04,8.9,-0.32,6.18,18.69%,245.44%,144.8%,-1%/2%(阳),1%,4%,1%,-2%,-3%,-1%
000903,,2014-08-05,2.4,4.4,10.35,4.09,6.75,17.8%,252.07%,106.7%,-3%/-1%(阴),-3%,-3%,-2%,0%,-3%,-1%
000905,,2008-03-05,9.91,10.86,12.31,5.62,12.82,28.59%,130.96%,112.27%,-7%/0%(阴),-5%,-1%,-5%,-4%,-7%,-13%
000905,,2013-08-28,6.15,7.94,10.84,3.57,12.22,25.99%,346.29%,107.09%,-4%/4%(阳),11%(板),12%,-3%,0%,-5%,-3%
000905,,2020-06-02,3.07,3.41,11.24,-0.6,6.16,19.08%,488.96%,113.12%,-4%/-1%(阴),0%,-5%,-5%,-6%,-4%,-2%
000905,,2020-11-19,4.29,6.15,0.27,1.12,7.86,21.89%,328.63%,265.53%,-8%/0%(阳),-2%,-5%,-6%,-7%,-10%,-10%
000906,,2018-01-25,1.4,5.09,11.54,-2.28,5.02,14.25%,287.33%,194.11%,-3%/-2%(阴),-3%,-4%,-6%,-10%,-14%,-9%
000909,,2021-06-15,1.23,2.19,1.89,-4.06,8.98,16.99%,670.65%,191.7%,-6%/-4%(阴),-4%,-6%,-5%,-5%,-6%,-6%
000910,,2010-07-29,0.12,3.22,11.76,0.0,7.76,15.61%,219.56%,128.24%,-3%/-1%(阴),-2%,-2%,-4%,-4%,-3%,-3%
000911,,2000-06-07,-3.06,8.45,6.54,1.49,9.01,21.22%,412.33%,214.03%,-3%/2%(阳),5%,3%,2%,5%,4%,3%
000911,,2010-10-12,7.87,6.88,5.03,3.91,7.91,21.64%,177.8%,109.57%,0%/6%(阴),5%,5%,7%,-2%,7%(板),13%
000911,,2015-03-18,5.09,4.61,10.96,7.88,11.78,24.95%,212.7%,115.54%,-3%/2%(阳),3%,7%,5%,12%,11%,9%
000911,,2019-03-05,7.0,11.98,11.34,3.04,9.38,31.42%,167.2%,137.19%,-2%/1%(阳),0%,5%,5%(板),15%(板),26%,25%
000912,,2025-11-10,1.84,2.76,10.38,-0.41,7.39,19.77%,963.61%,277.19%,-2%/0%(阳),-1%,-2%,-1%,-3%,-2%,-4%
000915,,2007-04-17,6.52,10.72,6.67,2.47,9.77,29.71%,150.25%,112.6%,-4%/2%(阳),0%,-2%,2%,3%,2%,4%
000917,,2004-12-03,3.89,6.99,9.92,-2.4,7.72,18.56%,294.13%,110.02%,0%/3%(阳),1%,1%,1%,-1%,-6%,-5%
000917,,2019-02-26,7.18,9.97,8.21,-5.97,7.59,20.67%,140.49%,108.98%,0%/10%(板),6%,10%(板),21%(板),33%,29%,30%
000917,,2024-09-26,4.92,4.92,2.34,1.78,6.22,17.62%,407.92%,177.39%,-1%/5%(阳),12%,22%,12%,9%,5%,4%
000918,,2014-09-16,3.68,4.68,10.65,-1.17,11.14,23.75%,323.62%,129.53%,-3%/5%(阳),5%,3%,1%,0%,1%,6%
000921,,2017-06-26,-1.09,7.1,11.04,0.84,4.18,13.77%,135.87%,119.76%,-4%/-1%(阳),-2%,-5%,-4%,-5%,-9%,-7%
000922,,2025-07-23,5.01,3.94,8.01,-1.47,12.71,25.07%,368.0%,163.66%,-3%/-1%(阴),-1%,-5%,-6%,-7%,-8%,-9%
000925,,2023-11-09,6.48,6.01,8.19,-6.24,16.0,25.21%,251.66%,198.38%,-2%/5%(阳),3%,10%,8%,12%(板),9%,8%
000926,,2024-11-08,3.75,7.49,11.55,-2.62,10.16,23.97%,206.13%,148.76%,-3%/5%(阳),4%,0%,0%,-6%,0%(板),-4%
000927,,2022-11-24,2.97,6.69,11.19,-4.26,7.54,16.73%,287.59%,136.62%,-1%/7%(阳),5%,4%,5%,8%,5%,15%
000928,,2018-11-20,3.17,5.9,11.21,-2.59,10.78,22.9%,319.55%,186.4%,-5%/-1%(阳),-3%,-5%,-9%,-9%,-9%,-8%
000929,,2004-02-06,2.96,3.59,5.95,-3.54,8.77,16.91%,391.02%,110.03%,-3%/-1%(阳),3%,4%,4%,0%,3%,4%
000929,,2020-12-23,8.84,12.97,14.65,4.33,14.77,34.39%,247.31%,135.32%,-10%/-6%(阴),-14%,-15%,-18%,-17%,-16%,-16%
000930,,2008-01-04,3.65,4.3,6.91,4.22,7.88,23.96%,340.79%,142.23%,-1%/5%(阳),4%,2%,4%,1%,0%,3%
000930,,2016-12-14,0.67,5.38,11.19,4.78,9.87,23.13%,263.0%,144.74%,-3%/1%(阳),0%,1%,0%,4%,2%,4%
000931,,2021-02-22,4.12,5.59,8.76,2.7,10.27,17.94%,253.27%,107.32%,-3%/-1%(阳),-2%,-2%,-3%,-5%,-7%,-9%
000933,,2014-12-05,4.05,6.36,9.81,-0.84,8.75,18.11%,220.52%,116.97%,-3%/3%(阳),2%,-4%,-4%,-4%,-6%,-2%
000935,,2018-03-23,0.62,7.09,9.62,4.35,15.96,23.25%,257.46%,123.76%,-9%/4%(阳),2%,-2%,-7%,-9%,-10%,-12%
000936,,2019-01-24,7.51,10.38,11.29,-2.97,11.76,27.8%,177.97%,124.12%,-3%/2%(阴),-5%,-11%,-14%,-16%,-15%,-13%
000936,,2025-09-02,-3.65,4.53,10.05,-3.56,6.05,12.2%,243.18%,237.77%,0%/3%(阴),0%,-2%,-2%,-3%,0%,0%
000948,,2009-12-04,4.92,5.66,3.75,3.12,7.24,24.67%,287.37%,211.01%,8%/9%(板),15%,9%,8%,10%,6%,11%
000951,,2000-01-11,4.06,5.41,7.51,-3.94,10.25,20.75%,219.55%,109.65%,-5%/2%(阴),-3%,-4%,-3%,-2%,-4%,-3%
000951,,2003-02-11,1.96,3.92,9.28,6.54,7.41,20.55%,512.92%,146.63%,-2%/0%(阳),4%,3%,3%,2%,8%,7%
000951,,2006-12-04,8.55,9.62,10.05,5.67,7.76,29.01%,164.86%,132.37%,-1%/5%(阳),5%,7%,4%,2%,9%,12%
000952,,2008-11-20,-7.98,10.64,11.85,3.68,8.28,19.95%,178.6%,171.6%,-7%/1%(阳),4%,2%,0%,5%,-3%,-4%
000953,,2002-03-08,1.1,4.28,10.76,1.1,5.05,14.3%,249.78%,138.83%,0%/8%(阳),9%,6%,6%,6%,5%,5%
000957,,2008-01-08,3.75,7.51,7.72,-2.41,8.55,21.15%,330.33%,138.38%,-2%/3%(阳),4%,2%,3%,2%,7%,8%
000959,,2009-02-17,3.36,5.04,8.94,0.49,7.64,23.25%,348.5%,151.16%,-6%/-1%(阴),2%,3%,2%,2%,-2%,-4%
000960,,2006-10-18,5.72,6.4,5.73,2.46,9.26,20.88%,224.13%,160.84%,-3%/0%(阳),2%,1%,-2%,-5%,-6%,-7%
000960,,2009-02-10,9.23,8.85,8.38,6.3,10.55,27.91%,115.46%,102.85%,-7%/2%(阴),-5%,-4%,1%,3%,0%,-1%
000962,,2019-06-14,-1.03,5.73,10.88,-3.58,7.16,12.94%,140.97%,111.78%,-4%/0%(阴),-2%,-4%,-7%,-5%,-6%,-7%
000962,,2023-06-20,3.31,6.17,7.27,0.55,4.41,16.91%,282.22%,140.42%,-3%/1%(阴),-4%,-4%,-5%,-5%,-4%,-4%
000963,,2015-03-17,5.76,8.78,3.48,0.64,8.04,25.06%,174.5%,149.18%,-2%/0%(阴),-1%,-1%,0%,0%,3%,1%
000965,,2016-07-01,3.66,5.01,9.29,6.08,5.57,25.63%,390.06%,314.6%,-3%/3%(阳),2%,7%,7%,4%,3%,12%
000965,,2019-03-14,1.85,4.85,6.8,0.82,10.1,24.48%,379.77%,190.37%,-7%/4%(阴),-5%,-5%,-6%,-6%,-2%,1%
000968,,2012-05-11,2.03,5.59,6.56,3.08,7.38,22.31%,306.03%,171.56%,-2%/0%(阴),3%,0%,-2%,-3%,-3%,-4%
000970,,2022-06-27,9.03,9.5,7.84,3.86,7.92,26.2%,181.57%,109.69%,1%/10%(板),21%,23%,19%,19%,23%,25%
000971,,2018-11-19,4.56,9.59,11.47,-0.63,11.67,28.78%,250.78%,201.9%,-10%/-4%(阳),-8%,-7%,-9%,-12%,-13%,-14%
000975,,2014-12-05,4.12,7.46,10.15,5.83,11.26,27.82%,225.83%,131.69%,-2%/4%(阳),6%,0%,7%(板),16%,16%,16%
000977,,2019-08-20,6.79,9.32,6.5,1.73,2.77,21.79%,135.37%,111.71%,-1%/1%(阳),1%,4%,2%,5%,3%,6%
000978,,2004-02-05,9.85,10.1,8.97,5.5,7.95,33.0%,183.34%,112.66%,-9%/7%(阴),-4%,-3%,-1%,2%,2%,-2%
000979,,2015-03-03,2.75,4.35,10.47,-2.23,5.67,16.7%,330.6%,101.96%,-1%/9%(板),15%,11%,11%,13%,21%(板),33%(板)
000981,,2023-10-16,4.14,6.21,9.27,3.01,10.24,25.52%,536.96%,384.62%,-7%/-3%(阴),-3%,-8%,-10%,-12%,-10%,-3%(板)
000981,,2024-09-27,3.74,6.54,11.71,1.64,7.38,17.76%,161.28%,105.23%,-1%/8%(阳),18%,4%,-3%,-5%,-7%,-8%
000985,,2006-12-25,5.51,6.48,12.9,-4.61,9.78,21.07%,119.3%,109.88%,-6%/0%(阴),-2%,-2%,-7%,-7%,-9%,-3%
000985,,2021-02-08,-1.56,5.84,11.29,1.82,14.97,21.98%,404.12%,322.81%,-10%/-5%(阴),-10%,-9%,-8%,-3%,-1%,-3%
000985,,2025-12-25,0.97,11.68,12.02,-6.37,10.89,16.09%,212.25%,136.18%,-2%/2%(阴),0%,-3%,-4%,-4%,-3%,-4%
000990,,2013-10-17,3.29,7.27,9.38,0.0,5.88,13.47%,249.16%,102.61%,-4%/-1%(阳),2%,1%,-2%,-3%,-5%,0%
000993,,2009-04-01,6.58,7.74,13.43,-0.66,8.42,24.76%,230.62%,104.66%,-1%/2%(阴),0%,-3%,0%,-3%,2%,7%
000995,,2005-08-19,8.52,11.15,6.65,5.22,11.54,32.79%,283.61%,102.34%,-9%/-4%(阴),-8%,-9%,-1%,-2%,-5%,-7%
000995,,2020-12-18,314.99,80.32,3.55,6.74,19.97,167.34%,268.9%,131.67%,-10%/-2%(阴),-7%,-8%,-20%,-29%,-29%,-23%(板)
000996,,2014-11-03,4.06,6.06,10.22,4.8,6.69,19.73%,180.6%,158.15%,-3%/-1%(阴),-2%,-5%,1%,-3%,0%,-6%
000996,,2014-12-05,-1.4,6.17,11.25,2.29,11.7,19.24%,190.05%,148.75%,0%/9%(阳),6%,0%,-2%,-3%,2%,-5%
000999,,2004-02-03,2.75,10.14,9.87,1.82,6.23,19.07%,177.52%,133.78%,-1%/7%(阳),10%,14%,14%,14%,11%,12%
001205,,2022-07-26,4.42,8.03,11.15,3.63,9.18,25.6%,201.01%,139.73%,-4%/-1%(阴),-2%,-4%,-3%,-2%,-5%,1%
001206,,2024-12-04,5.14,6.75,11.07,-5.25,15.79,27.18%,322.57%,171.82%,-2%/1%(阴),-3%,-2%,-1%,1%,1%,3%
001206,,2025-07-23,6.49,9.56,8.17,-0.27,5.89,18.8%,151.59%,149.29%,-2%/-1%(阴),3%,1%,2%,-1%,-1%,-4%
001225,,2025-07-29,7.01,9.1,11.97,-2.12,11.58,26.34%,241.07%,220.67%,-6%/1%(阴),-3%,-3%,-8%,-7%,-8%,-9%
001236,,2024-09-10,2.14,12.03,12.43,-3.81,9.29,19.92%,151.19%,129.71%,0%/10%(阳),3%,11%(板),22%(板),34%,41%(板),34%
001266,,2023-09-27,1.91,4.68,10.83,-0.6,4.44,13.36%,405.79%,128.09%,-4%/-2%(阴),-4%,-3%,-1%,-2%,-3%,3%
001268,,2025-03-10,2.7,4.48,10.81,-2.43,13.07,24.2%,432.76%,243.32%,-1%/3%(阳),3%,3%,0%,-1%,1%,10%(板)
001269,,2024-10-08,9.1,9.14,8.53,7.31,9.16,31.2%,180.18%,128.69%,-9%/-2%(阴),-7%,-13%,-15%,-15%,-18%,-16%
001306,,2025-08-05,6.65,10.65,6.95,4.69,8.39,29.67%,123.18%,108.88%,-2%/9%(阳),3%,2%,8%,4%,2%,2%
001313,,2024-12-09,5.68,10.54,9.08,1.51,7.21,22.7%,143.86%,106.76%,1%/5%(阳),5%,5%,3%,5%,4%,2%
001316,,2023-05-30,2.92,3.05,0.0,0.85,11.13,21.81%,788.21%,545.26%,-6%/2%(阳),-3%,-6%,-9%,-9%,-12%,-11%
001317,,2022-09-08,4.83,7.85,11.5,5.23,12.53,22.42%,271.65%,131.98%,-8%/-2%(阴),0%,-3%,-5%,-7%,-9%,-8%
001359,,2026-05-13,5.26,5.73,10.79,5.42,10.04,20.03%,140.7%,121.77%,-9%/-1%(阴),-9%,-10%,-10%,-12%,-8%,-9%
001872,,2002-06-25,9.07,10.65,3.2,1.53,8.46,31.28%,236.61%,131.5%,-4%/-1%(阴),-1%,-1%,-3%,-2%,-2%,-2%
001872,,2013-08-28,5.51,5.99,8.15,3.66,8.33,24.93%,412.0%,120.53%,-3%/6%(阳),13%(板),16%,1%,2%,-2%,1%
001896,,2014-09-11,5.62,7.96,12.08,2.24,10.86,28.4%,295.49%,229.66%,-3%/3%(阳),1%,3%,-4%,-4%,0%,-2%
001914,,2019-04-30,8.07,10.01,8.96,-4.53,15.49,30.68%,298.14%,241.25%,5%/9%(板),9%,9%,13%,15%(板),15%,14%
002001,,2007-01-19,2.84,5.14,11.55,2.66,4.55,17.73%,154.63%,126.25%,0%/7%(阳),5%,4%,0%,-5%,-2%,-4%
002001,,2015-06-01,0.99,10.96,9.93,7.62,9.95,23.15%,111.98%,101.98%,-1%/6%(阳),4%,2%,8%,8%,8%,8%
002006,,2013-01-11,4.47,9.75,12.29,2.59,8.38,23.39%,172.97%,110.92%,-1%/6%(阳),5%,-1%,-4%,-5%,-5%,-4%
002006,,2021-08-05,7.39,11.31,11.53,-1.43,10.4,25.91%,243.24%,135.49%,-3%/2%(阳),11%(板),21%,21%,18%,24%(板),29%
002010,,2025-07-21,6.65,9.71,11.13,-2.15,4.6,19.42%,171.03%,107.41%,-2%/0%(阴),1%,4%,3%,4%,-1%,-1%
002012,,2007-05-28,4.3,11.32,13.57,1.64,5.3,27.67%,127.11%,108.12%,-3%/1%(阳),-2%,-9%,-14%,-29%,-34%,-33%
002012,,2022-10-24,4.3,8.98,14.04,-4.09,12.95,26.17%,386.12%,282.49%,-7%/-2%(阳),-2%,6%,0%,-6%,0%,-3%
002012,,2024-01-17,2.55,7.47,11.19,0.81,11.15,21.31%,756.06%,145.35%,-6%/0%(阳),0%,-3%,-19%,-18%,-14%,-13%
002015,,2009-03-27,3.07,8.86,10.08,4.5,8.56,21.12%,154.74%,105.93%,-6%/-2%(阴),-5%,-5%,-5%,-6%,-6%,-3%
002015,,2013-01-10,1.59,3.18,10.19,1.28,5.98,15.29%,434.49%,112.47%,-3%/1%(阴),3%,9%,3%,-1%,-1%,0%
002015,,2024-03-14,0.79,5.21,9.55,0.44,5.4,16.11%,190.45%,124.6%,-3%/0%(阴),6%,3%,2%,4%,1%,0%
002017,,2018-12-06,3.66,10.32,12.36,-5.26,7.01,16.14%,198.73%,101.81%,-2%/4%(阴),7%(板),18%(板),16%,17%,13%,10%
002018,,2012-02-06,6.51,7.16,10.59,4.26,7.04,20.61%,151.25%,112.35%,-3%/-2%(阴),-2%,1%,4%,8%,8%,5%
002020,,2008-05-14,5.68,13.37,12.77,1.53,11.61,31.72%,355.3%,162.44%,-4%/-1%(阴),-4%,0%,1%,-5%,-5%,-8%
002020,,2022-10-17,3.95,6.79,9.75,7.26,8.95,26.55%,312.18%,133.66%,-1%/9%(板),18%,20%,11%,10%,3%,9%(板)
002021,,2009-12-03,7.03,10.83,9.07,1.67,8.6,26.02%,279.52%,121.98%,-5%/-2%(阳),-2%,-5%,-5%,-6%,-7%,-4%
002022,,2010-11-12,-0.7,4.77,11.46,0.45,11.76,21.29%,251.48%,142.21%,1%/7%(阳),4%,-3%,-6%,-4%,1%,3%
002025,,2026-01-07,3.09,7.94,11.9,0.72,9.5,25.19%,165.07%,134.82%,0%/10%(板),20%,26%,18%,12%,2%,-1%
002027,,2010-08-11,2.9,4.27,7.46,5.73,9.5,20.65%,484.42%,100.0%,-5%/-1%(阴),-4%,-3%,-4%,-4%,-3%,-6%
002028,,2009-05-26,4.89,10.22,12.12,1.69,7.5,24.94%,158.16%,101.62%,-2%/1%(阴),0%,-1%,-3%,-1%,-3%,-5%
002030,,2025-07-25,1.87,4.06,8.58,-0.97,6.13,17.78%,414.35%,135.48%,3%/9%(阳),2%,0%,-1%,7%,2%,5%
002031,,2006-07-06,2.88,6.87,11.42,6.08,9.72,26.0%,167.37%,121.47%,-2%/3%(阳),3%,2%,9%,5%,1%,0%
002031,,2019-02-19,3.83,9.09,10.14,1.67,9.21,27.27%,350.12%,219.58%,-5%/-3%(阴),-5%,-3%,1%,6%,4%,2%
002031,,2026-05-18,4.8,11.52,15.05,-2.62,8.93,22.22%,159.18%,142.77%,-3%/4%(阳),-1%,-6%,-6%,-9%,-7%,-11%
002034,,2021-09-24,3.24,5.1,8.86,3.7,5.71,23.13%,447.42%,181.81%,-7%/2%(阴),2%,5%,1%,2%,-3%,-16%
002036,,2007-03-05,2.48,8.63,9.74,6.17,8.22,25.72%,203.56%,174.14%,-3%/1%(阳),10%,19%,20%,20%,17%,16%
002036,,2021-04-20,7.62,10.09,8.52,-6.78,8.0,19.46%,211.23%,114.27%,-4%/1%(阴),-1%,-3%,-3%,-1%,1%,-1%
002039,,2016-05-13,6.27,8.73,10.43,-0.43,4.45,17.92%,152.0%,100.59%,-3%/-2%(阴),0%,-6%,-6%,-6%,-5%,-6%
002040,,2022-08-26,-1.1,3.72,10.31,-1.65,12.15,21.07%,857.31%,432.21%,-5%/0%(阳),7%(板),11%,10%,8%,8%,5%
002040,,2024-10-08,2.23,3.61,9.75,1.53,12.67,23.71%,259.98%,113.26%,-8%/-2%(阴),-5%,-6%,-7%,-6%,-6%,-5%
002041,,2007-01-24,6.04,5.0,13.75,6.88,13.75,27.29%,168.88%,125.45%,-7%/-1%(阴),-8%,-8%,-1%,-3%,-13%,-14%
002041,,2016-12-14,0.64,6.26,11.5,1.32,6.34,17.95%,352.69%,122.87%,-2%/5%(阳),7%,6%,4%,3%,3%,4%
002041,,2025-04-09,9.89,6.89,16.15,-4.17,15.57,28.52%,154.19%,115.28%,-5%/3%(阳),0%,-5%,-6%,-7%,-9%,-10%
002046,,2025-02-20,1.18,6.25,10.04,3.83,5.49,18.54%,227.72%,191.1%,-3%/-1%(阴),0%,2%,11%(板),17%,8%,3%
002049,,2024-02-28,2.22,5.06,11.83,-2.0,9.68,21.86%,291.45%,237.29%,0%/10%(板),19%,17%,15%,12%,11%,9%
002049,,2024-09-27,1.89,3.72,10.36,6.2,6.57,20.95%,274.79%,127.54%,3%/9%(板),21%(板),32%,25%,14%,19%,21%
002051,,2022-05-11,4.64,8.82,12.2,-5.54,10.18,19.26%,159.56%,126.77%,-3%/1%(阴),-1%,0%,-4%,-3%,-2%,-2%
002053,,2022-12-02,1.42,4.36,10.34,-2.95,4.94,13.6%,265.24%,184.04%,0%/1%(阴),0%,-1%,-1%,0%,-1%,-2%
002057,,2016-04-27,4.01,8.02,11.16,3.14,4.96,19.47%,185.16%,160.73%,-6%/-2%(阴),-3%,-1%,-2%,-3%,0%,-10%
002058,,2011-11-04,3.81,6.73,10.04,-0.29,4.42,19.73%,606.31%,100.99%,-1%/5%(阳),6%,7%,1%,5%,13%,7%
